fixture,team,batting_slot,player,bowling_slot
10006,7,3,93,-1
10006,7,4,127,-1
10006,7,5,153,4
10006,7,6,134,-1
10006,7,7,69,0
10006,7,8,141,1
10006,7,9,139,2
10006,7,10,103,3
10006,1,0,110,-1
10006,1,1,19,-1
10006,1,2,3,-1
10006,1,3,18,-1
10006,1,4,128,-1
10006,1,5,63,4
10006,1,6,64,-1
10006,1,7,66,0
10006,1,8,31,1
10006,1,9,32,2
10006,1,10,34,3
10007,3,0,162,-1
10007,3,1,148,-1
10007,3,2,60,-1
10007,3,3,54,-1
10007,3,4,108,-1
10007,3,5,116,4
10007,3,6,61,-1
10007,3,7,70,0
10007,3,8,84,1
10007,3,9,68,2
10007,3,10,67,3
10007,2,0,36,-1
10007,2,1,126,-1
10007,2,2,4,-1
10007,2,3,2,-1
10007,2,4,38,-1
10007,2,5,44,4
10007,2,6,45,-1
10007,2,7,48,0
10007,2,8,51,1
10007,2,9,179,2
10007,2,10,86,3
10008,4,0,74,-1
10008,4,1,37,-1
10008,4,2,72,-1
10008,4,3,22,-1
10008,4,4,76,-1
10008,4,5,100,4
10008,4,6,80,-1
10008,4,7,89,0
10008,4,8,71,1
10008,4,9,12,2
10008,4,10,11,3
10008,2,0,38,-1
10008,2,1,4,-1
10008,2,2,41,-1
10008,2,3,2,-1
10008,2,4,78,-1
10008,2,5,45,4
10008,2,6,43,-1
10008,2,7,49,0
10008,2,8,50,1
10008,2,9,53,2
10008,2,10,48,3
10009,5,0,57,-1
10009,5,1,90,-1
10009,5,2,131,-1
10009,5,3,94,-1
10009,5,4,91,-1
10009,5,5,8,4
10009,5,6,97,-1
10009,5,7,101,0
10009,5,8,107,1
10009,5,9,104,2
10009,5,10,33,3
10009,8,0,150,-1
10009,8,1,146,-1
10009,8,2,164,-1
10009,8,3,21,-1
10009,8,4,147,-1
10009,8,5,98,4
10009,8,6,26,-1
10009,8,7,88,0
10009,8,8,157,1
10009,8,9,156,2
10009,8,10,123,3
10010,3,0,108,-1
10010,3,1,60,-1
10010,3,2,162,-1
10010,3,3,58,-1
10010,3,4,23,-1
10010,3,5,61,4
10010,3,6,28,-1
10010,3,7,30,0
10010,3,8,68,1
10010,3,9,84,2
10010,3,10,137,3
10010,0,0,56,-1
10010,0,1,5,-1
10010,0,2,0,-1
10010,0,3,165,-1
10010,0,4,1,-1
10010,0,5,27,4
10010,0,6,99,-1
10010,0,7,121,0
10010,0,8,13,1
10010,0,9,14,2
10010,0,10,15,3
10011,2,0,38,-1
10011,2,1,78,-1
10011,2,2,41,-1
10011,2,3,126,-1
10011,2,4,4,-1
10011,2,5,45,4
10011,2,6,46,-1
10011,2,7,51,0
10011,2,8,86,1
10011,2,9,48,2
10011,2,10,49,3
10011,7,0,127,-1
10011,7,1,149,-1
10011,7,2,73,-1
10011,7,3,40,-1
10011,7,4,132,-1
10011,7,5,134,4
10011,7,6,153,-1
10011,7,7,141,0
10011,7,8,142,1
10011,7,9,139,2
10011,7,10,69,3
10012,2,0,126,-1
10012,2,1,38,-1
10012,2,2,41,-1
10012,2,3,78,-1
10012,2,4,2,-1
10012,2,5,44,4
10012,2,6,43,-1
10012,2,7,50,0
10012,2,8,48,1
10012,2,9,179,2
10012,2,10,49,3
10012,0,0,96,-1
10012,0,1,6,-1
10012,0,2,1,-1
10012,0,3,5,-1
10012,0,4,56,-1
10012,0,5,99,4
10012,0,6,151,-1
10012,0,7,14,0
10012,0,8,52,1
10012,0,9,121,2
10012,0,10,13,3
10013,6,0,24,-1
10013,6,1,129,-1
10013,6,2,113,-1
10013,6,3,95,-1
10013,6,4,114,-1
10013,6,5,115,4
10013,6,6,117,-1
10013,6,7,120,0
10013,6,8,119,1
10013,6,9,83,2
10013,6,10,125,3
10013,0,0,96,-1
10013,0,1,1,-1
10013,0,2,0,-1
10013,0,3,56,-1
10013,0,4,6,-1
10013,0,5,10,4
10013,0,6,99,-1
10013,0,7,13,0
10013,0,8,121,1
10013,0,9,52,2
10013,0,10,14,3
10014,6,0,95,-1
10014,6,1,129,-1
10014,6,2,112,-1
10014,6,3,114,-1
10014,6,4,109,-1
10014,6,5,135,4
10014,6,6,115,-1
10014,6,7,120,0
10014,6,8,124,1
10014,6,9,119,2
10014,6,10,125,3
10014,1,0,128,-1
10014,1,1,3,-1
10014,1,2,55,-1
10014,1,3,42,-1
10014,1,4,110,-1
10014,1,5,25,4
10014,1,6,64,-1
10014,1,7,155,0
10014,1,8,29,1
10014,1,9,34,2
10014,1,10,32,3
10015,9,0,168,-1
10015,9,1,111,-1
10015,9,2,166,-1
10015,9,3,59,-1
10015,9,4,163,-1
10015,9,5,152,4
10015,9,6,9,-1
10015,9,7,158,0
10015,9,8,176,1
10015,9,9,173,2
10015,9,10,175,3
10015,3,0,23,-1
10015,3,1,54,-1
10015,3,2,60,-1
10015,3,3,162,-1
10015,3,4,58,-1
10015,3,5,116,4
10015,3,6,62,-1
10015,3,7,68,0
10015,3,8,30,1
10015,3,9,65,2
10015,3,10,67,3
10016,3,0,54,-1
10016,3,1,148,-1
10016,3,2,60,-1
10016,3,3,162,-1
10016,3,4,58,-1
10016,3,5,28,4
10016,3,6,61,-1
10016,3,7,137,0
10016,3,8,68,1
10016,3,9,67,2
10016,3,10,30,3
10016,9,0,111,-1
10016,9,1,20,-1
10016,9,2,168,-1
10016,9,3,166,-1
10016,9,4,167,-1
10016,9,5,152,4
10016,9,6,172,-1
10016,9,7,176,0
10016,9,8,173,1
10016,9,9,175,2
10016,9,10,160,3
10017,8,0,146,-1
10017,8,1,21,-1
10017,8,2,150,-1
10017,8,3,144,-1
10017,8,4,164,-1
10017,8,5,82,4
10017,8,6,26,-1
10017,8,7,156,0
10017,8,8,159,1
10017,8,9,123,2
10017,8,10,157,3
10017,5,0,57,-1
10017,5,1,131,-1
10017,5,2,92,-1
10017,5,3,39,-1
10017,5,4,94,-1
10017,5,5,8,4
10017,5,6,169,-1
10017,5,7,161,0
10017,5,8,104,1
10017,5,9,85,2
10017,5,10,101,3
10018,5,0,131,-1
10018,5,1,39,-1
10018,5,2,57,-1
10018,5,3,90,-1
10018,5,4,91,-1
10018,5,5,8,4
10018,5,6,169,-1
10018,5,7,104,0
10018,5,8,106,1
10018,5,9,107,2
10018,5,10,33,3
10018,3,0,60,-1
10018,3,1,23,-1
10018,3,2,148,-1
10018,3,3,58,-1
10018,3,4,162,-1
10018,3,5,28,4
10018,3,6,62,-1
10018,3,7,65,0
10018,3,8,84,1
10018,3,9,70,2
10018,3,10,137,3
10019,1,0,19,-1
10019,1,1,110,-1
10019,1,2,3,-1
10019,1,3,42,-1
10019,1,4,55,-1
10019,1,5,81,4
10019,1,6,64,-1
10019,1,7,31,0
10019,1,8,32,1
10019,1,9,155,2
10019,1,10,143,3
10019,4,0,37,-1
10019,4,1,77,-1
10019,4,2,76,-1
10019,4,3,72,-1
10019,4,4,74,-1
10019,4,5,80,4
10019,4,6,170,-1
10019,4,7,12,0
10019,4,8,71,1
10019,4,9,177,2
10019,4,10,35,3
10020,8,0,144,-1
10020,8,1,150,-1
10020,8,2,146,-1
10020,8,3,21,-1
10020,8,4,147,-1
10020,8,5,82,4
10020,8,6,154,-1
10020,8,7,88,0
10020,8,8,157,1
10020,8,9,156,2
10020,8,10,159,3
10020,4,0,37,-1
10020,4,1,72,-1
10020,4,2,76,-1
10020,4,3,22,-1
10020,4,4,75,-1
10020,4,5,100,4
10020,4,6,170,-1
10020,4,7,11,0
10020,4,8,12,1
10020,4,9,71,2
10020,4,10,87,3
10021,0,0,5,-1
10021,0,1,165,-1
10021,0,2,1,-1
10021,0,3,96,-1
10021,0,4,56,-1
10021,0,5,151,4
10021,0,6,10,-1
10021,0,7,16,0
10021,0,8,14,1
10021,0,9,174,2
10021,0,10,13,3
10021,8,0,147,-1
10021,8,1,146,-1
10021,8,2,21,-1
10021,8,3,164,-1
10021,8,4,145,-1
10021,8,5,26,4
10021,8,6,154,-1
10021,8,7,47,0
10021,8,8,159,1
10021,8,9,157,2
10021,8,10,105,3
10022,0,0,56,-1
10022,0,1,0,-1
10022,0,2,6,-1
10022,0,3,165,-1
10022,0,4,96,-1
10022,0,5,151,4
10022,0,6,99,-1
10022,0,7,16,0
10022,0,8,14,1
10022,0,9,52,2
10022,0,10,174,3
10022,7,0,40,-1
10022,7,1,127,-1
10022,7,2,132,-1
10022,7,3,149,-1
10022,7,4,73,-1
10022,7,5,7,4
10022,7,6,133,-1
10022,7,7,139,0
10022,7,8,140,1
10022,7,9,138,2
10022,7,10,103,3
10023,1,0,110,-1
10023,1,1,55,-1
10023,1,2,42,-1
10023,1,3,3,-1
10023,1,4,128,-1
10023,1,5,63,4
10023,1,6,64,-1
10023,1,7,143,0
10023,1,8,34,1
10023,1,9,29,2
10023,1,10,155,3
10023,3,0,60,-1
10023,3,1,54,-1
10023,3,2,58,-1
10023,3,3,148,-1
10023,3,4,108,-1
10023,3,5,28,4
10023,3,6,62,-1
10023,3,7,30,0
10023,3,8,137,1
10023,3,9,65,2
10023,3,10,67,3
