match,team,batting_slot,player,bowling_slot
28,8,10,157,3
28,2,0,39,-1
28,2,1,40,-1
28,2,2,37,-1
28,2,3,41,-1
28,2,4,42,-1
28,2,5,45,4
28,2,6,44,-1
28,2,7,53,0
28,2,8,48,1
28,2,9,49,2
28,2,10,51,3
29,9,0,164,-1
29,9,1,167,-1
29,9,2,166,-1
29,9,3,165,-1
29,9,4,162,-1
29,9,5,170,4
29,9,6,169,-1
29,9,7,174,0
29,9,8,178,1
29,9,9,173,2
29,9,10,177,3
29,3,0,56,-1
29,3,1,55,-1
29,3,2,58,-1
29,3,3,54,-1
29,3,4,57,-1
29,3,5,61,4
29,3,6,63,-1
29,3,7,68,0
29,3,8,69,1
29,3,9,65,2
29,3,10,67,3
30,7,0,129,-1
30,7,1,126,-1
30,7,2,131,-1
30,7,3,128,-1
30,7,4,132,-1
30,7,5,133,4
30,7,6,135,-1
30,7,7,140,0
30,7,8,143,1
30,7,9,141,2
30,7,10,142,3
30,3,0,60,-1
30,3,1,59,-1
30,3,2,54,-1
30,3,3,58,-1
30,3,4,56,-1
30,3,5,62,4
30,3,6,61,-1
30,3,7,65,0
30,3,8,66,1
30,3,9,68,2
30,3,10,70,3
31,0,0,6,-1
31,0,1,1,-1
31,0,2,5,-1
31,0,3,4,-1
31,0,4,0,-1
31,0,5,7,4
31,0,6,8,-1
31,0,7,15,0
31,0,8,14,1
31,0,9,13,2
31,0,10,16,3
31,5,0,90,-1
31,5,1,92,-1
31,5,2,91,-1
31,5,3,93,-1
31,5,4,96,-1
31,5,5,99,4
31,5,6,97,-1
31,5,7,102,0
31,5,8,105,1
31,5,9,106,2
31,5,10,103,3
32,7,0,132,-1
32,7,1,131,-1
32,7,2,127,-1
32,7,3,130,-1
32,7,4,126,-1
32,7,5,136,4
32,7,6,135,-1
32,7,7,137,0
32,7,8,138,1
32,7,9,143,2
32,7,10,142,3
32,9,0,168,-1
32,9,1,166,-1
32,9,2,163,-1
32,9,3,165,-1
32,9,4,164,-1
32,9,5,169,4
32,9,6,171,-1
32,9,7,178,0
32,9,8,173,1
32,9,9,176,2
32,9,10,174,3
33,7,0,131,-1
33,7,1,130,-1
33,7,2,126,-1
33,7,3,127,-1
33,7,4,132,-1
33,7,5,133,4
33,7,6,135,-1
33,7,7,142,0
33,7,8,143,1
33,7,9,137,2
33,7,10,141,3
33,4,0,78,-1
33,4,1,74,-1
33,4,2,76,-1
33,4,3,72,-1
33,4,4,75,-1
33,4,5,81,4
33,4,6,80,-1
33,4,7,89,0
33,4,8,84,1
33,4,9,85,2
33,4,10,83,3
34,4,0,74,-1
34,4,1,72,-1
34,4,2,78,-1
34,4,3,76,-1
34,4,4,73,-1
34,4,5,79,4
34,4,6,80,-1
34,4,7,86,0
34,4,8,89,1
34,4,9,84,2
34,4,10,87,3
34,1,0,23,-1
34,1,1,20,-1
34,1,2,22,-1
34,1,3,18,-1
34,1,4,21,-1
34,1,5,27,4
34,1,6,26,-1
34,1,7,34,0
34,1,8,30,1
34,1,9,35,2
34,1,10,32,3
35,3,0,55,-1
35,3,1,56,-1
35,3,2,57,-1
35,3,3,54,-1
35,3,4,60,-1
35,3,5,64,4
35,3,6,61,-1
35,3,7,67,0
35,3,8,70,1
35,3,9,65,2
35,3,10,69,3
35,4,0,74,-1
35,4,1,73,-1
35,4,2,72,-1
35,4,3,76,-1
35,4,4,75,-1
35,4,5,79,4
35,4,6,82,-1
35,4,7,88,0
35,4,8,86,1
35,4,9,84,2
35,4,10,87,3
36,4,0,77,-1
36,4,1,78,-1
36,4,2,75,-1
36,4,3,76,-1
36,4,4,72,-1
36,4,5,80,4
36,4,6,82,-1
36,4,7,83,0
36,4,8,87,1
36,4,9,89,2
36,4,10,86,3
36,9,0,164,-1
36,9,1,166,-1
36,9,2,165,-1
36,9,3,168,-1
36,9,4,163,-1
36,9,5,171,4
36,9,6,172,-1
36,9,7,176,0
36,9,8,177,1
36,9,9,179,2
36,9,10,178,3
37,9,0,168,-1
37,9,1,162,-1
37,9,2,166,-1
37,9,3,167,-1
37,9,4,165,-1
37,9,5,169,4
37,9,6,172,-1
37,9,7,176,0
37,9,8,174,1
37,9,9,178,2
37,9,10,177,3
37,0,0,2,-1
37,0,1,4,-1
37,0,2,1,-1
37,0,3,5,-1
37,0,4,3,-1
37,0,5,9,4
37,0,6,10,-1
37,0,7,14,0
37,0,8,13,1
37,0,9,16,2
37,0,10,17,3
38,8,0,144,-1
38,8,1,147,-1
38,8,2,148,-1
38,8,3,150,-1
38,8,4,145,-1
38,8,5,152,4
38,8,6,151,-1
38,8,7,158,0
38,8,8,155,1
38,8,9,156,2
38,8,10,160,3
38,9,0,165,-1
38,9,1,163,-1
38,9,2,167,-1
38,9,3,164,-1
38,9,4,166,-1
38,9,5,169,4
38,9,6,170,-1
38,9,7,176,0
38,9,8,177,1
38,9,9,175,2
38,9,10,174,3
39,4,0,76,-1
39,4,1,74,-1
39,4,2,73,-1
39,4,3,77,-1
39,4,4,75,-1
39,4,5,80,4
39,4,6,79,-1
39,4,7,85,0
39,4,8,88,1
39,4,9,86,2
39,4,10,87,3
39,0,0,6,-1
39,0,1,4,-1
39,0,2,2,-1
39,0,3,5,-1
39,0,4,1,-1
39,0,5,9,4
39,0,6,8,-1
39,0,7,17,0
39,0,8,15,1
39,0,9,13,2
39,0,10,12,3
40,8,0,149,-1
40,8,1,145,-1
40,8,2,144,-1
40,8,3,147,-1
40,8,4,148,-1
40,8,5,151,4
40,8,6,153,-1
40,8,7,161,0
40,8,8,159,1
40,8,9,156,2
40,8,10,157,3
40,6,0,111,-1
40,6,1,109,-1
40,6,2,110,-1
40,6,3,112,-1
40,6,4,113,-1
40,6,5,116,4
40,6,6,117,-1
40,6,7,120,0
40,6,8,119,1
40,6,9,122,2
40,6,10,121,3
41,1,0,18,-1
41,1,1,20,-1
41,1,2,21,-1
41,1,3,23,-1
41,1,4,24,-1
41,1,5,25,4
41,1,6,28,-1
41,1,7,33,0
41,1,8,31,1
41,1,9,30,2
41,1,10,29,3
41,7,0,129,-1
41,7,1,126,-1
41,7,2,131,-1
41,7,3,130,-1
41,7,4,132,-1
41,7,5,135,4
41,7,6,136,-1
41,7,7,139,0
41,7,8,137,1
41,7,9,141,2
41,7,10,140,3
42,2,0,40,-1
42,2,1,42,-1
42,2,2,37,-1
42,2,3,39,-1
42,2,4,36,-1
42,2,5,46,4
42,2,6,43,-1
42,2,7,51,0
42,2,8,48,1
42,2,9,52,2
42,2,10,53,3
42,0,0,3,-1
42,0,1,0,-1
42,0,2,4,-1
42,0,3,6,-1
42,0,4,1,-1
42,0,5,9,4
42,0,6,10,-1
42,0,7,15,0
42,0,8,14,1
42,0,9,13,2
42,0,10,11,3
43,6,0,109,-1
43,6,1,111,-1
43,6,2,110,-1
43,6,3,108,-1
43,6,4,112,-1
43,6,5,117,4
43,6,6,118,-1
43,6,7,124,0
43,6,8,120,1
43,6,9,122,2
43,6,10,123,3
43,3,0,59,-1
43,3,1,55,-1
43,3,2,54,-1
43,3,3,58,-1
43,3,4,60,-1
43,3,5,64,4
43,3,6,62,-1
43,3,7,66,0
43,3,8,67,1
43,3,9,70,2
43,3,10,69,3
44,3,0,60,-1
44,3,1,59,-1
44,3,2,57,-1
44,3,3,54,-1
44,3,4,55,-1
44,3,5,64,4
44,3,6,61,-1
44,3,7,69,0
44,3,8,65,1
44,3,9,70,2
44,3,10,68,3
44,1,0,19,-1
44,1,1,24,-1
44,1,2,20,-1
44,1,3,21,-1
44,1,4,22,-1
44,1,5,28,4
44,1,6,26,-1
44,1,7,35,0
44,1,8,29,1
44,1,9,32,2
44,1,10,30,3
45,0,0,4,-1
45,0,1,6,-1
45,0,2,0,-1
45,0,3,5,-1
45,0,4,2,-1
45,0,5,7,4
45,0,6,10,-1
45,0,7,16,0
45,0,8,15,1
45,0,9,17,2
45,0,10,14,3
45,7,0,127,-1
45,7,1,126,-1
45,7,2,128,-1
45,7,3,129,-1
45,7,4,130,-1
45,7,5,133,4
45,7,6,134,-1
45,7,7,143,0
45,7,8,142,1
45,7,9,137,2
45,7,10,138,3
46,1,0,18,-1
46,1,1,19,-1
46,1,2,23,-1
46,1,3,20,-1
46,1,4,22,-1
46,1,5,28,4
46,1,6,27,-1
46,1,7,29,0
46,1,8,34,1
46,1,9,33,2
46,1,10,31,3
46,2,0,41,-1
46,2,1,37,-1
46,2,2,38,-1
46,2,3,36,-1
46,2,4,40,-1
46,2,5,46,4
46,2,6,45,-1
46,2,7,53,0
46,2,8,49,1
46,2,9,48,2
46,2,10,47,3
47,1,0,20,-1
47,1,1,22,-1
47,1,2,24,-1
47,1,3,19,-1
47,1,4,18,-1
47,1,5,28,4
47,1,6,27,-1
47,1,7,29,0
47,1,8,34,1
47,1,9,33,2
47,1,10,32,3
47,8,0,150,-1
47,8,1,145,-1
47,8,2,148,-1
47,8,3,144,-1
47,8,4,146,-1
47,8,5,152,4
47,8,6,154,-1
47,8,7,161,0
47,8,8,155,1
47,8,9,158,2
47,8,10,156,3
48,6,0,112,-1
48,6,1,111,-1
48,6,2,108,-1
48,6,3,110,-1
48,6,4,109,-1
48,6,5,116,4
48,6,6,117,-1
48,6,7,125,0
48,6,8,121,1
48,6,9,120,2
48,6,10,122,3
48,8,0,146,-1
48,8,1,147,-1
48,8,2,149,-1
48,8,3,144,-1
48,8,4,145,-1
48,8,5,152,4
48,8,6,154,-1
48,8,7,160,0
48,8,8,155,1
48,8,9,156,2
48,8,10,159,3
49,8,0,145,-1
49,8,1,150,-1
49,8,2,147,-1
49,8,3,148,-1
49,8,4,149,-1
49,8,5,153,4
49,8,6,152,-1
49,8,7,155,0
49,8,8,161,1
49,8,9,158,2
49,8,10,159,3
49,5,0,93,-1
49,5,1,91,-1
49,5,2,96,-1
49,5,3,95,-1
49,5,4,90,-1
49,5,5,97,4
49,5,6,98,-1
49,5,7,102,0
49,5,8,106,1
49,5,9,105,2
49,5,10,107,3
50,2,0,41,-1
50,2,1,38,-1
50,2,2,36,-1
50,2,3,37,-1
50,2,4,42,-1
50,2,5,43,4
50,2,6,46,-1
50,2,7,49,0
50,2,8,48,1
50,2,9,51,2
50,2,10,47,3
50,7,0,129,-1
50,7,1,131,-1
50,7,2,132,-1
50,7,3,128,-1
50,7,4,127,-1
50,7,5,135,4
50,7,6,134,-1
50,7,7,142,0
50,7,8,138,1
50,7,9,140,2
50,7,10,137,3
51,5,0,94,-1
51,5,1,96,-1
51,5,2,90,-1
51,5,3,91,-1
51,5,4,93,-1
51,5,5,98,4
51,5,6,97,-1
51,5,7,107,0
51,5,8,104,1
51,5,9,105,2
51,5,10,103,3
51,8,0,145,-1
51,8,1,148,-1
51,8,2,146,-1
51,8,3,149,-1
51,8,4,144,-1
51,8,5,153,4
51,8,6,154,-1
51,8,7,157,0
51,8,8,155,1
51,8,9,158,2
51,8,10,161,3
52,4,0,78,-1
52,4,1,73,-1
52,4,2,74,-1
52,4,3,77,-1
52,4,4,75,-1
52,4,5,79,4
52,4,6,80,-1
52,4,7,89,0
52,4,8,86,1
52,4,9,85,2
52,4,10,88,3
52,6,0,111,-1
52,6,1,108,-1
52,6,2,112,-1
52,6,3,113,-1
52,6,4,114,-1
52,6,5,118,4
52,6,6,115,-1
52,6,7,120,0
52,6,8,124,1
52,6,9,122,2
52,6,10,125,3
53,9,0,163,-1
53,9,1,167,-1
53,9,2,166,-1
53,9,3,162,-1
53,9,4,164,-1
53,9,5,171,4
53,9,6,169,-1
53,9,7,179,0
53,9,8,178,1
53,9,9,175,2
53,9,10,176,3
53,7,0,131,-1
53,7,1,130,-1
53,7,2,126,-1
53,7,3,128,-1
53,7,4,127,-1
53,7,5,136,4
53,7,6,135,-1
53,7,7,140,0
53,7,8,139,1
53,7,9,137,2
53,7,10,143,3
54,7,0,130,-1
54,7,1,132,-1
54,7,2,129,-1
54,7,3,127,-1
54,7,4,128,-1
54,7,5,133,4
54,7,6,136,-1
54,7,7,140,0
54,7,8,137,1
54,7,9,142,2
54,7,10,139,3
54,1,0,20,-1
54,1,1,24,-1
54,1,2,22,-1
54,1,3,18,-1
54,1,4,23,-1
54,1,5,26,4
54,1,6,28,-1
54,1,7,29,0
54,1,8,35,1
54,1,9,33,2
54,1,10,32,3
55,6,0,111,-1
55,6,1,114,-1
55,6,2,112,-1
55,6,3,109,-1
55,6,4,108,-1
55,6,5,115,4
55,6,6,116,-1
55,6,7,122,0
55,6,8,121,1
55,6,9,120,2
55,6,10,119,3
55,9,0,168,-1
55,9,1,167,-1
55,9,2,163,-1
55,9,3,162,-1
55,9,4,166,-1
55,9,5,171,4
55,9,6,170,-1
55,9,7,173,0
55,9,8,178,1
55,9,9,179,2
55,9,10,174,3
56,7,0,129,-1
56,7,1,130,-1
56,7,2,126,-1
56,7,3,128,-1
56,7,4,127,-1
56,7,5,135,4
56,7,6,133,-1
56,7,7,142,0
56,7,8,143,1
56,7,9,141,2
56,7,10,138,3
56,8,0,149,-1
56,8,1,148,-1
56,8,2,150,-1
56,8,3,146,-1
56,8,4,144,-1
56,8,5,151,4
56,8,6,152,-1
56,8,7,157,0
56,8,8,161,1
56,8,9,160,2
56,8,10,155,3
57,0,0,6,-1
57,0,1,0,-1
57,0,2,2,-1
57,0,3,1,-1
57,0,4,4,-1
57,0,5,10,4
57,0,6,8,-1
57,0,7,17,0
57,0,8,11,1
57,0,9,14,2
57,0,10,12,3
57,2,0,38,-1
57,2,1,42,-1
57,2,2,41,-1
57,2,3,37,-1
57,2,4,40,-1
57,2,5,44,4
57,2,6,45,-1
57,2,7,50,0
57,2,8,49,1
57,2,9,48,2
57,2,10,51,3
58,9,0,166,-1
58,9,1,163,-1
58,9,2,168,-1
58,9,3,165,-1
58,9,4,167,-1
58,9,5,172,4
58,9,6,169,-1
58,9,7,173,0
58,9,8,174,1
58,9,9,175,2
58,9,10,177,3
58,1,0,21,-1
58,1,1,22,-1
58,1,2,18,-1
58,1,3,23,-1
58,1,4,20,-1
58,1,5,27,4
58,1,6,26,-1
58,1,7,35,0
58,1,8,29,1
58,1,9,33,2
58,1,10,30,3
59,7,0,130,-1
59,7,1,129,-1
59,7,2,132,-1
59,7,3,131,-1
59,7,4,127,-1
59,7,5,136,4
59,7,6,134,-1
59,7,7,142,0
59,7,8,139,1
59,7,9,138,2
59,7,10,141,3
59,5,0,96,-1
59,5,1,93,-1
59,5,2,90,-1
59,5,3,94,-1
59,5,4,92,-1
59,5,5,99,4
59,5,6,97,-1
59,5,7,101,0
59,5,8,103,1
59,5,9,104,2
59,5,10,106,3
60,3,0,58,-1
60,3,1,60,-1
60,3,2,55,-1
