fixture,team,batting_slot,player,bowling_slot
10012,5,2,93,-1
10012,5,3,96,-1
10012,5,4,36,-1
10012,5,5,115,4
10012,5,6,100,-1
10012,5,7,31,0
10012,5,8,102,1
10012,5,9,104,2
10012,5,10,34,3
10012,8,0,149,-1
10012,8,1,19,-1
10012,8,2,128,-1
10012,8,3,150,-1
10012,8,4,113,-1
10012,8,5,152,4
10012,8,6,153,-1
10012,8,7,157,0
10012,8,8,123,1
10012,8,9,156,2
10012,8,10,161,3
10013,8,0,18,-1
10013,8,1,113,-1
10013,8,2,128,-1
10013,8,3,132,-1
10013,8,4,150,-1
10013,8,5,152,4
10013,8,6,153,-1
10013,8,7,157,0
10013,8,8,123,1
10013,8,9,155,2
10013,8,10,158,3
10013,1,0,111,-1
10013,1,1,94,-1
10013,1,2,24,-1
10013,1,3,22,-1
10013,1,4,127,-1
10013,1,5,26,4
10013,1,6,25,-1
10013,1,7,17,0
10013,1,8,35,1
10013,1,9,32,2
10013,1,10,15,3
10014,6,0,6,-1
10014,6,1,109,-1
10014,6,2,112,-1
10014,6,3,110,-1
10014,6,4,38,-1
10014,6,5,117,4
10014,6,6,98,-1
10014,6,7,137,0
10014,6,8,120,1
10014,6,9,12,2
10014,6,10,52,3
10014,9,0,168,-1
10014,9,1,77,-1
10014,9,2,73,-1
10014,9,3,130,-1
10014,9,4,165,-1
10014,9,5,151,4
10014,9,6,170,-1
10014,9,7,11,0
10014,9,8,125,1
10014,9,9,142,2
10014,9,10,176,3
10015,2,0,39,-1
10015,2,1,95,-1
10015,2,2,37,-1
10015,2,3,166,-1
10015,2,4,144,-1
10015,2,5,64,4
10015,2,6,46,-1
10015,2,7,49,0
10015,2,8,86,1
10015,2,9,121,2
10015,2,10,178,3
10015,1,0,127,-1
10015,1,1,24,-1
10015,1,2,22,-1
10015,1,3,90,-1
10015,1,4,146,-1
10015,1,5,28,4
10015,1,6,26,-1
10015,1,7,30,0
10015,1,8,33,1
10015,1,9,35,2
10015,1,10,32,3
10016,4,0,74,-1
10016,4,1,40,-1
10016,4,2,75,-1
10016,4,3,164,-1
10016,4,4,72,-1
10016,4,5,79,4
10016,4,6,80,-1
10016,4,7,47,0
10016,4,8,83,1
10016,4,9,85,2
10016,4,10,84,3
10016,0,0,1,-1
10016,0,1,5,-1
10016,0,2,0,-1
10016,0,3,162,-1
10016,0,4,3,-1
10016,0,5,45,4
10016,0,6,171,-1
10016,0,7,16,0
10016,0,8,103,1
10016,0,9,50,2
10016,0,10,105,3
10017,4,0,114,-1
10017,4,1,74,-1
10017,4,2,164,-1
10017,4,3,76,-1
10017,4,4,75,-1
10017,4,5,169,4
10017,4,6,80,-1
10017,4,7,87,0
10017,4,8,83,1
10017,4,9,122,2
10017,4,10,47,3
10017,9,0,165,-1
10017,9,1,168,-1
10017,9,2,130,-1
10017,9,3,73,-1
10017,9,4,145,-1
10017,9,5,151,4
10017,9,6,172,-1
10017,9,7,88,0
10017,9,8,11,1
10017,9,9,125,2
10017,9,10,159,3
10018,2,0,95,-1
10018,2,1,166,-1
10018,2,2,37,-1
10018,2,3,41,-1
10018,2,4,167,-1
10018,2,5,133,4
10018,2,6,64,-1
10018,2,7,121,0
10018,2,8,48,1
10018,2,9,86,2
10018,2,10,49,3
10018,5,0,36,-1
10018,5,1,147,-1
10018,5,2,93,-1
10018,5,3,91,-1
10018,5,4,57,-1
10018,5,5,115,4
10018,5,6,154,-1
10018,5,7,106,0
10018,5,8,107,1
10018,5,9,31,2
10018,5,10,160,3
10019,7,0,21,-1
10019,7,1,23,-1
10019,7,2,20,-1
10019,7,3,126,-1
10019,7,4,129,-1
10019,7,5,136,4
10019,7,6,61,-1
10019,7,7,177,0
10019,7,8,179,1
10019,7,9,138,2
10019,7,10,140,3
10019,3,0,92,-1
10019,3,1,59,-1
10019,3,2,54,-1
10019,3,3,78,-1
10019,3,4,58,-1
10019,3,5,81,4
10019,3,6,97,-1
10019,3,7,68,0
10019,3,8,119,1
10019,3,9,69,2
10019,3,10,175,3
10020,7,0,23,-1
10020,7,1,126,-1
10020,7,2,20,-1
10020,7,3,21,-1
10020,7,4,131,-1
10020,7,5,136,4
10020,7,6,82,-1
10020,7,7,138,0
10020,7,8,140,1
10020,7,9,143,2
10020,7,10,177,3
10020,5,0,96,-1
10020,5,1,93,-1
10020,5,2,42,-1
10020,5,3,57,-1
10020,5,4,147,-1
10020,5,5,100,4
10020,5,6,115,-1
10020,5,7,107,0
10020,5,8,104,1
10020,5,9,160,2
10020,5,10,102,3
10021,2,0,41,-1
10021,2,1,95,-1
10021,2,2,167,-1
10021,2,3,39,-1
10021,2,4,166,-1
10021,2,5,133,4
10021,2,6,64,-1
10021,2,7,51,0
10021,2,8,86,1
10021,2,9,121,2
10021,2,10,178,3
10021,4,0,74,-1
10021,4,1,40,-1
10021,4,2,114,-1
10021,4,3,72,-1
10021,4,4,75,-1
10021,4,5,169,4
10021,4,6,118,-1
10021,4,7,89,0
10021,4,8,47,1
10021,4,9,87,2
10021,4,10,83,3
10022,0,0,1,-1
10022,0,1,5,-1
10022,0,2,148,-1
10022,0,3,4,-1
10022,0,4,0,-1
10022,0,5,9,4
10022,0,6,171,-1
10022,0,7,103,0
10022,0,8,29,1
10022,0,9,50,2
10022,0,10,16,3
10022,5,0,147,-1
10022,5,1,57,-1
10022,5,2,36,-1
10022,5,3,96,-1
10022,5,4,42,-1
10022,5,5,154,4
10022,5,6,99,-1
10022,5,7,160,0
10022,5,8,31,1
10022,5,9,34,2
10022,5,10,106,3
10023,6,0,110,-1
10023,6,1,112,-1
10023,6,2,6,-1
10023,6,3,55,-1
10023,6,4,108,-1
10023,6,5,117,4
10023,6,6,135,-1
10023,6,7,137,0
10023,6,8,52,1
10023,6,9,120,2
10023,6,10,174,3
10023,3,0,58,-1
10023,3,1,54,-1
10023,3,2,60,-1
10023,3,3,92,-1
10023,3,4,59,-1
10023,3,5,62,4
10023,3,6,43,-1
10023,3,7,69,0
10023,3,8,67,1
10023,3,9,119,2
10023,3,10,71,3
