fixture,team,batting_slot,player,bowling_slot
10008,1,5,97,4
10008,1,6,154,-1
10008,1,7,34,0
10008,1,8,178,1
10008,1,9,120,2
10008,1,10,68,3
10008,6,0,73,-1
10008,6,1,126,-1
10008,6,2,114,-1
10008,6,3,37,-1
10008,6,4,55,-1
10008,6,5,117,4
10008,6,6,116,-1
10008,6,7,121,0
10008,6,8,102,1
10008,6,9,30,2
10008,6,10,15,3
10009,6,0,37,-1
10009,6,1,126,-1
10009,6,2,111,-1
10009,6,3,114,-1
10009,6,4,55,-1
10009,6,5,116,4
10009,6,6,115,-1
10009,6,7,102,0
10009,6,8,160,1
10009,6,9,30,2
10009,6,10,122,3
10009,3,0,59,-1
10009,3,1,54,-1
10009,3,2,163,-1
10009,3,3,95,-1
10009,3,4,58,-1
10009,3,5,64,4
10009,3,6,9,-1
10009,3,7,69,0
10009,3,8,70,1
10009,3,9,13,2
10009,3,10,11,3
10010,2,0,36,-1
10010,2,1,40,-1
10010,2,2,38,-1
10010,2,3,128,-1
10010,2,4,21,-1
10010,2,5,45,4
10010,2,6,169,-1
10010,2,7,53,0
10010,2,8,51,1
10010,2,9,17,2
10010,2,10,50,3
10010,9,0,168,-1
10010,9,1,60,-1
10010,9,2,162,-1
10010,9,3,132,-1
10010,9,4,3,-1
10010,9,5,44,4
10010,9,6,118,-1
10010,9,7,177,0
10010,9,8,137,1
10010,9,9,32,2
10010,9,10,106,3
10011,4,0,77,-1
10011,4,1,148,-1
10011,4,2,112,-1
10011,4,3,78,-1
10011,4,4,75,-1
10011,4,5,82,4
10011,4,6,80,-1
10011,4,7,119,0
10011,4,8,88,1
10011,4,9,124,2
10011,4,10,84,3
10011,5,0,94,-1
10011,5,1,147,-1
10011,5,2,113,-1
10011,5,3,93,-1
10011,5,4,92,-1
10011,5,5,100,4
10011,5,6,27,-1
10011,5,7,174,0
10011,5,8,105,1
10011,5,9,104,2
10011,5,10,103,3
10012,6,0,55,-1
10012,6,1,126,-1
10012,6,2,37,-1
10012,6,3,127,-1
10012,6,4,114,-1
10012,6,5,115,4
10012,6,6,117,-1
10012,6,7,102,0
10012,6,8,85,1
10012,6,9,121,2
10012,6,10,15,3
10012,4,0,22,-1
10012,4,1,75,-1
10012,4,2,112,-1
10012,4,3,78,-1
10012,4,4,77,-1
10012,4,5,80,4
10012,4,6,82,-1
10012,4,7,119,0
10012,4,8,84,1
10012,4,9,143,2
10012,4,10,86,3
10013,2,0,38,-1
10013,2,1,42,-1
10013,2,2,21,-1
10013,2,3,40,-1
10013,2,4,36,-1
10013,2,5,169,4
10013,2,6,43,-1
10013,2,7,50,0
10013,2,8,51,1
10013,2,9,17,2
10013,2,10,65,3
10013,0,0,2,-1
10013,0,1,0,-1
10013,0,2,4,-1
10013,0,3,129,-1
10013,0,4,6,-1
10013,0,5,46,4
10013,0,6,98,-1
10013,0,7,12,0
10013,0,8,14,1
10013,0,9,123,2
10013,0,10,16,3
10014,4,0,78,-1
10014,4,1,77,-1
10014,4,2,112,-1
10014,4,3,39,-1
10014,4,4,22,-1
10014,4,5,81,4
10014,4,6,80,-1
10014,4,7,89,0
10014,4,8,88,1
10014,4,9,119,2
10014,4,10,124,3
10014,6,0,37,-1
10014,6,1,55,-1
10014,6,2,114,-1
10014,6,3,111,-1
10014,6,4,127,-1
10014,6,5,152,4
10014,6,6,117,-1
10014,6,7,102,0
10014,6,8,30,1
10014,6,9,121,2
10014,6,10,160,3
10015,8,0,144,-1
10015,8,1,19,-1
10015,8,2,72,-1
10015,8,3,149,-1
10015,8,4,146,-1
10015,8,5,151,4
10015,8,6,135,-1
10015,8,7,156,0
10015,8,8,158,1
10015,8,9,159,2
10015,8,10,161,3
10015,3,0,108,-1
10015,3,1,57,-1
10015,3,2,59,-1
10015,3,3,163,-1
10015,3,4,54,-1
10015,3,5,170,4
10015,3,6,64,-1
10015,3,7,67,0
10015,3,8,13,1
10015,3,9,35,2
10015,3,10,125,3
10016,5,0,92,-1
10016,5,1,93,-1
10016,5,2,94,-1
10016,5,3,113,-1
10016,5,4,91,-1
10016,5,5,63,4
10016,5,6,99,-1
10016,5,7,105,0
10016,5,8,104,1
10016,5,9,176,2
10016,5,10,173,3
10016,4,0,148,-1
10016,4,1,39,-1
10016,4,2,77,-1
10016,4,3,78,-1
10016,4,4,112,-1
10016,4,5,80,4
10016,4,6,81,-1
10016,4,7,124,0
10016,4,8,119,1
10016,4,9,89,2
10016,4,10,88,3
10017,1,0,20,-1
10017,1,1,76,-1
10017,1,2,18,-1
10017,1,3,56,-1
10017,1,4,167,-1
10017,1,5,97,4
10017,1,6,154,-1
10017,1,7,34,0
10017,1,8,120,1
10017,1,9,66,2
10017,1,10,29,3
10017,3,0,58,-1
10017,3,1,54,-1
10017,3,2,95,-1
10017,3,3,163,-1
10017,3,4,108,-1
10017,3,5,9,4
10017,3,6,170,-1
10017,3,7,13,0
10017,3,8,125,1
10017,3,9,35,2
10017,3,10,67,3
10018,0,0,4,-1
10018,0,1,90,-1
10018,0,2,1,-1
10018,0,3,2,-1
10018,0,4,129,-1
10018,0,5,46,4
10018,0,6,10,-1
10018,0,7,12,0
10018,0,8,14,1
10018,0,9,157,2
10018,0,10,16,3
10018,5,0,91,-1
10018,5,1,94,-1
10018,5,2,131,-1
10018,5,3,92,-1
10018,5,4,147,-1
10018,5,5,63,4
10018,5,6,99,-1
10018,5,7,103,0
10018,5,8,107,1
10018,5,9,176,2
10018,5,10,173,3
10019,7,0,130,-1
10019,7,1,23,-1
10019,7,2,164,-1
10019,7,3,109,-1
10019,7,4,5,-1
10019,7,5,8,4
10019,7,6,134,-1
10019,7,7,141,0
10019,7,8,175,1
10019,7,9,140,2
10019,7,10,49,3
10019,2,0,165,-1
10019,2,1,21,-1
10019,2,2,128,-1
10019,2,3,42,-1
10019,2,4,36,-1
10019,2,5,26,4
10019,2,6,45,-1
10019,2,7,65,0
10019,2,8,31,1
10019,2,9,71,2
10019,2,10,17,3
10020,0,0,129,-1
10020,0,1,0,-1
10020,0,2,90,-1
10020,0,3,6,-1
10020,0,4,4,-1
10020,0,5,46,4
10020,0,6,7,-1
10020,0,7,123,0
10020,0,8,83,1
10020,0,9,14,2
10020,0,10,16,3
10020,2,0,21,-1
10020,2,1,42,-1
10020,2,2,40,-1
10020,2,3,128,-1
10020,2,4,36,-1
10020,2,5,169,4
10020,2,6,45,-1
10020,2,7,65,0
10020,2,8,50,1
10020,2,9,31,2
10020,2,10,51,3
10021,9,0,166,-1
10021,9,1,132,-1
10021,9,2,168,-1
10021,9,3,60,-1
10021,9,4,162,-1
10021,9,5,172,4
10021,9,6,118,-1
10021,9,7,32,0
10021,9,8,142,1
10021,9,9,87,2
10021,9,10,177,3
10021,0,0,4,-1
10021,0,1,0,-1
10021,0,2,6,-1
10021,0,3,2,-1
10021,0,4,1,-1
10021,0,5,98,4
10021,0,6,7,-1
10021,0,7,16,0
10021,0,8,14,1
10021,0,9,123,2
10021,0,10,101,3
10022,2,0,128,-1
10022,2,1,36,-1
10022,2,2,40,-1
10022,2,3,38,-1
10022,2,4,165,-1
10022,2,5,45,4
10022,2,6,26,-1
10022,2,7,71,0
10022,2,8,53,1
10022,2,9,50,2
10022,2,10,51,3
10022,7,0,109,-1
10022,7,1,130,-1
10022,7,2,24,-1
10022,7,3,23,-1
10022,7,4,164,-1
10022,7,5,133,4
10022,7,6,8,-1
10022,7,7,140,0
10022,7,8,48,1
10022,7,9,175,2
10022,7,10,139,3
10023,4,0,148,-1
10023,4,1,22,-1
10023,4,2,78,-1
10023,4,3,75,-1
10023,4,4,77,-1
10023,4,5,79,4
10023,4,6,80,-1
10023,4,7,89,0
10023,4,8,86,1
10023,4,9,124,2
10023,4,10,84,3
10023,3,0,95,-1
10023,3,1,54,-1
10023,3,2,57,-1
10023,3,3,59,-1
10023,3,4,163,-1
10023,3,5,64,4
10023,3,6,9,-1
10023,3,7,13,0
10023,3,8,69,1
10023,3,9,35,2
10023,3,10,11,3
