season,match,week,home,away,venue,toss_winner,batted_first,first_total,second_total,winner
2,212,2,9,2,9,9,2,154,158,9
2,213,2,8,4,8,4,8,187,187,8
2,214,2,2,0,2,0,2,187,153,2
2,215,2,6,3,6,3,6,231,235,3
2,216,3,5,2,5,2,5,212,179,5
2,217,3,8,5,8,5,8,174,175,5
2,218,3,4,7,4,7,4,101,102,7
2,219,3,8,0,8,0,8,221,206,8
2,220,3,6,7,6,6,7,184,176,7
2,221,3,8,7,8,8,7,202,168,7
2,222,3,9,4,9,4,9,171,172,4
2,223,3,9,6,9,9,6,170,171,9
2,224,3,3,4,3,3,4,173,174,3
2,225,3,0,8,0,8,0,190,194,8
2,226,3,4,5,4,4,5,229,231,4
2,227,3,4,6,4,4,6,193,176,6
2,228,4,8,6,8,8,6,185,186,8
2,229,4,7,3,7,3,7,209,210,3
2,230,4,5,4,5,4,5,236,221,5
2,231,4,0,5,0,0,5,154,150,5
2,232,4,0,9,0,9,0,195,198,9
2,233,4,9,7,9,7,9,208,179,9
2,234,4,8,9,8,9,8,193,194,9
2,235,4,0,4,0,4,0,135,136,4
2,236,4,1,6,1,6,1,178,179,6
2,237,4,3,6,3,3,6,176,177,3
2,238,4,2,4,2,2,4,152,153,2
2,239,4,1,7,1,1,7,173,177,1
2,240,5,6,2,6,2,6,176,180,2
2,241,5,7,9,7,9,7,219,223,9
2,242,5,6,4,6,6,4,151,152,6
2,243,5,1,5,1,1,5,185,187,1
2,244,5,7,6,7,6,7,144,146,6
2,245,5,0,6,0,0,6,161,162,0
2,246,5,8,1,8,1,8,184,183,8
2,247,5,3,9,3,9,3,262,197,3
2,248,5,8,3,8,8,3,203,193,3
2,249,5,2,3,2,3,2,139,141,3
2,250,5,1,9,1,1,9,173,177,1
2,251,5,0,7,0,7,0,225,210,0
2,252,6,0,3,0,0,3,180,181,0
2,253,6,9,1,9,9,1,166,168,9
2,254,6,6,0,6,6,0,186,161,0
2,255,6,4,9,4,9,4,171,177,9
2,256,6,5,1,5,1,5,201,168,5
2,257,6,2,9,2,2,9,191,117,9
2,258,6,1,4,1,4,1,111,114,4
2,259,6,3,8,3,3,8,156,157,3
2,260,6,0,2,0,0,2,209,201,2
2,261,6,7,0,7,0,7,142,144,0
2,262,6,4,3,4,4,3,232,195,3
2,263,6,5,6,5,6,5,166,144,5
2,264,7,5,9,5,5,9,232,223,9
2,265,7,9,0,9,9,0,229,186,0
2,266,7,4,1,4,4,1,187,188,4
2,267,7,1,2,1,1,2,223,224,1
2,268,7,9,5,9,9,5,134,137,9
2,269,7,9,8,9,9,8,188,191,9
