fixture,team,batting_slot,player,bowling_slot
10008,8,8,66,1
10008,8,9,13,2
10008,8,10,31,3
10009,5,0,95,-1
10009,5,1,91,-1
10009,5,2,57,-1
10009,5,3,92,-1
10009,5,4,96,-1
10009,5,5,116,4
10009,5,6,8,-1
10009,5,7,104,0
10009,5,8,106,1
10009,5,9,32,2
10009,5,10,102,3
10009,0,0,20,-1
10009,0,1,1,-1
10009,0,2,3,-1
10009,0,3,5,-1
10009,0,4,4,-1
10009,0,5,172,4
10009,0,6,170,-1
10009,0,7,68,0
10009,0,8,17,1
10009,0,9,16,2
10009,0,10,139,3
10010,6,0,0,-1
10010,6,1,6,-1
10010,6,2,90,-1
10010,6,3,110,-1
10010,6,4,112,-1
10010,6,5,153,4
10010,6,6,115,-1
10010,6,7,121,0
10010,6,8,122,1
10010,6,9,123,2
10010,6,10,107,3
10010,8,0,127,-1
10010,8,1,146,-1
10010,8,2,165,-1
10010,8,3,162,-1
10010,8,4,144,-1
10010,8,5,152,4
10010,8,6,9,-1
10010,8,7,101,0
10010,8,8,160,1
10010,8,9,13,2
10010,8,10,31,3
10011,4,0,163,-1
10011,4,1,166,-1
10011,4,2,74,-1
10011,4,3,72,-1
10011,4,4,78,-1
10011,4,5,46,4
10011,4,6,100,-1
10011,4,7,33,0
10011,4,8,88,1
10011,4,9,86,2
10011,4,10,87,3
10011,9,0,147,-1
10011,9,1,150,-1
10011,9,2,76,-1
10011,9,3,94,-1
10011,9,4,164,-1
10011,9,5,171,4
10011,9,6,134,-1
10011,9,7,120,0
10011,9,8,155,1
10011,9,9,49,2
10011,9,10,179,3
10012,2,0,40,-1
10012,2,1,39,-1
10012,2,2,38,-1
10012,2,3,36,-1
10012,2,4,37,-1
10012,2,5,43,4
10012,2,6,26,-1
10012,2,7,50,0
10012,2,8,47,1
10012,2,9,125,2
10012,2,10,48,3
10012,4,0,163,-1
10012,4,1,166,-1
10012,4,2,78,-1
10012,4,3,72,-1
10012,4,4,74,-1
10012,4,5,82,4
10012,4,6,46,-1
10012,4,7,88,0
10012,4,8,87,1
10012,4,9,177,2
10012,4,10,86,3
10013,4,0,77,-1
10013,4,1,163,-1
10013,4,2,74,-1
10013,4,3,166,-1
10013,4,4,73,-1
10013,4,5,82,4
10013,4,6,100,-1
10013,4,7,86,0
10013,4,8,83,1
10013,4,9,87,2
10013,4,10,174,3
10013,1,0,60,-1
10013,1,1,128,-1
10013,1,2,19,-1
10013,1,3,42,-1
10013,1,4,108,-1
10013,1,5,25,4
10013,1,6,63,-1
10013,1,7,161,0
10013,1,8,29,1
10013,1,9,119,2
10013,1,10,71,3
10014,8,0,162,-1
10014,8,1,145,-1
10014,8,2,165,-1
10014,8,3,146,-1
10014,8,4,127,-1
10014,8,5,97,4
10014,8,6,152,-1
10014,8,7,31,0
10014,8,8,11,1
10014,8,9,160,2
10014,8,10,101,3
10014,4,0,166,-1
10014,4,1,72,-1
10014,4,2,78,-1
10014,4,3,73,-1
10014,4,4,77,-1
10014,4,5,79,4
10014,4,6,46,-1
10014,4,7,33,0
10014,4,8,174,1
10014,4,9,87,2
10014,4,10,177,3
10015,1,0,56,-1
10015,1,1,19,-1
10015,1,2,108,-1
10015,1,3,60,-1
10015,1,4,42,-1
10015,1,5,27,4
10015,1,6,117,-1
10015,1,7,141,0
10015,1,8,29,1
10015,1,9,34,2
10015,1,10,71,3
10015,4,0,73,-1
10015,4,1,72,-1
10015,4,2,77,-1
10015,4,3,163,-1
10015,4,4,74,-1
10015,4,5,82,4
10015,4,6,100,-1
10015,4,7,87,0
10015,4,8,174,1
10015,4,9,86,2
10015,4,10,177,3
10016,5,0,93,-1
10016,5,1,91,-1
10016,5,2,92,-1
10016,5,3,167,-1
10016,5,4,57,-1
10016,5,5,99,4
10016,5,6,116,-1
10016,5,7,106,0
10016,5,8,105,1
10016,5,9,102,2
10016,5,10,32,3
10016,2,0,36,-1
10016,2,1,148,-1
10016,2,2,38,-1
10016,2,3,37,-1
10016,2,4,40,-1
10016,2,5,26,4
10016,2,6,43,-1
10016,2,7,125,0
10016,2,8,48,1
10016,2,9,47,2
10016,2,10,84,3
10017,6,0,110,-1
10017,6,1,111,-1
10017,6,2,112,-1
10017,6,3,23,-1
10017,6,4,90,-1
10017,6,5,153,4
10017,6,6,118,-1
10017,6,7,122,0
10017,6,8,124,1
10017,6,9,123,2
10017,6,10,107,3
10017,3,0,126,-1
10017,3,1,55,-1
10017,3,2,22,-1
10017,3,3,24,-1
10017,3,4,109,-1
10017,3,5,61,4
10017,3,6,80,-1
10017,3,7,176,0
10017,3,8,70,1
10017,3,9,53,2
10017,3,10,89,3
10018,1,0,19,-1
10018,1,1,56,-1
10018,1,2,60,-1
10018,1,3,42,-1
10018,1,4,128,-1
10018,1,5,27,4
10018,1,6,117,-1
10018,1,7,29,0
10018,1,8,141,1
10018,1,9,71,2
10018,1,10,34,3
10018,9,0,147,-1
10018,9,1,18,-1
10018,9,2,150,-1
10018,9,3,164,-1
10018,9,4,41,-1
10018,9,5,169,4
10018,9,6,171,-1
10018,9,7,175,0
10018,9,8,179,1
10018,9,9,178,2
10018,9,10,49,3
10019,6,0,111,-1
10019,6,1,112,-1
10019,6,2,0,-1
10019,6,3,90,-1
10019,6,4,23,-1
10019,6,5,118,4
10019,6,6,153,-1
10019,6,7,30,0
10019,6,8,123,1
10019,6,9,107,2
10019,6,10,124,3
10019,1,0,19,-1
10019,1,1,42,-1
10019,1,2,21,-1
10019,1,3,56,-1
10019,1,4,128,-1
10019,1,5,117,4
10019,1,6,25,-1
10019,1,7,34,0
10019,1,8,119,1
10019,1,9,141,2
10019,1,10,71,3
10020,7,0,129,-1
10020,7,1,131,-1
10020,7,2,114,-1
10020,7,3,149,-1
10020,7,4,132,-1
10020,7,5,135,4
10020,7,6,136,-1
10020,7,7,142,0
10020,7,8,140,1
10020,7,9,138,2
10020,7,10,52,3
10020,2,0,148,-1
10020,2,1,40,-1
10020,2,2,38,-1
10020,2,3,37,-1
10020,2,4,130,-1
10020,2,5,43,4
10020,2,6,81,-1
10020,2,7,157,0
10020,2,8,51,1
10020,2,9,48,2
10020,2,10,47,3
10021,2,0,38,-1
10021,2,1,37,-1
10021,2,2,40,-1
10021,2,3,130,-1
10021,2,4,39,-1
10021,2,5,43,4
10021,2,6,45,-1
10021,2,7,84,0
10021,2,8,50,1
10021,2,9,51,2
10021,2,10,48,3
10021,3,0,55,-1
10021,3,1,126,-1
10021,3,2,59,-1
10021,3,3,58,-1
10021,3,4,109,-1
10021,3,5,62,4
10021,3,6,61,-1
10021,3,7,70,0
10021,3,8,65,1
10021,3,9,176,2
10021,3,10,53,3
10022,2,0,36,-1
10022,2,1,39,-1
10022,2,2,148,-1
10022,2,3,37,-1
10022,2,4,130,-1
10022,2,5,43,4
10022,2,6,45,-1
10022,2,7,84,0
10022,2,8,125,1
10022,2,9,48,2
10022,2,10,47,3
10022,5,0,96,-1
10022,5,1,91,-1
10022,5,2,92,-1
10022,5,3,57,-1
10022,5,4,95,-1
10022,5,5,8,4
10022,5,6,99,-1
10022,5,7,106,0
10022,5,8,105,1
10022,5,9,137,2
10022,5,10,104,3
10023,2,0,40,-1
10023,2,1,38,-1
10023,2,2,148,-1
10023,2,3,130,-1
10023,2,4,37,-1
10023,2,5,81,4
10023,2,6,26,-1
10023,2,7,157,0
10023,2,8,125,1
10023,2,9,50,2
10023,2,10,47,3
10023,1,0,60,-1
10023,1,1,56,-1
10023,1,2,21,-1
10023,1,3,128,-1
10023,1,4,108,-1
10023,1,5,117,4
10023,1,6,63,-1
10023,1,7,156,0
10023,1,8,34,1
10023,1,9,29,2
10023,1,10,71,3
