fixture,team,batting_slot,player,bowling_slot
10007,6,5,115,4
10007,6,6,117,-1
10007,6,7,125,0
10007,6,8,119,1
10007,6,9,143,2
10007,6,10,138,3
10007,4,0,76,-1
10007,4,1,93,-1
10007,4,2,75,-1
10007,4,3,60,-1
10007,4,4,167,-1
10007,4,5,79,4
10007,4,6,80,-1
10007,4,7,175,0
10007,4,8,84,1
10007,4,9,86,2
10007,4,10,142,3
10008,5,0,91,-1
10008,5,1,132,-1
10008,5,2,6,-1
10008,5,3,94,-1
10008,5,4,21,-1
10008,5,5,63,4
10008,5,6,98,-1
10008,5,7,33,0
10008,5,8,107,1
10008,5,9,102,2
10008,5,10,14,3
10008,0,0,1,-1
10008,0,1,145,-1
10008,0,2,20,-1
10008,0,3,112,-1
10008,0,4,2,-1
10008,0,5,99,4
10008,0,6,61,-1
10008,0,7,179,0
10008,0,8,13,1
10008,0,9,12,2
10008,0,10,15,3
10009,2,0,42,-1
10009,2,1,39,-1
10009,2,2,18,-1
10009,2,3,164,-1
10009,2,4,74,-1
10009,2,5,43,4
10009,2,6,9,-1
10009,2,7,178,0
10009,2,8,50,1
10009,2,9,52,2
10009,2,10,16,3
10009,7,0,128,-1
10009,7,1,130,-1
10009,7,2,129,-1
10009,7,3,54,-1
10009,7,4,55,-1
10009,7,5,135,4
10009,7,6,134,-1
10009,7,7,65,0
10009,7,8,68,1
10009,7,9,137,2
10009,7,10,122,3
10010,1,0,41,-1
10010,1,1,38,-1
10010,1,2,109,-1
10010,1,3,40,-1
10010,1,4,24,-1
10010,1,5,154,4
10010,1,6,26,-1
10010,1,7,173,0
10010,1,8,139,1
10010,1,9,176,2
10010,1,10,11,3
10010,0,0,2,-1
10010,0,1,1,-1
10010,0,2,20,-1
10010,0,3,145,-1
10010,0,4,165,-1
10010,0,5,99,4
10010,0,6,61,-1
10010,0,7,12,0
10010,0,8,67,1
10010,0,9,13,2
10010,0,10,106,3
10011,2,0,39,-1
10011,2,1,164,-1
10011,2,2,18,-1
10011,2,3,0,-1
10011,2,4,74,-1
10011,2,5,43,4
10011,2,6,25,-1
10011,2,7,31,0
10011,2,8,178,1
10011,2,9,52,2
10011,2,10,50,3
10011,8,0,146,-1
10011,8,1,147,-1
10011,8,2,36,-1
10011,8,3,148,-1
10011,8,4,96,-1
10011,8,5,153,4
10011,8,6,46,-1
10011,8,7,156,0
10011,8,8,48,1
10011,8,9,157,2
10011,8,10,161,3
10012,7,0,128,-1
10012,7,1,129,-1
10012,7,2,54,-1
10012,7,3,19,-1
10012,7,4,130,-1
10012,7,5,134,4
10012,7,6,136,-1
10012,7,7,85,0
10012,7,8,65,1
10012,7,9,89,2
10012,7,10,122,3
10012,3,0,114,-1
10012,3,1,56,-1
10012,3,2,144,-1
10012,3,3,57,-1
10012,3,4,127,-1
10012,3,5,7,4
10012,3,6,118,-1
10012,3,7,69,0
10012,3,8,71,1
10012,3,9,32,2
10012,3,10,120,3
10013,8,0,150,-1
10013,8,1,147,-1
10013,8,2,96,-1
10013,8,3,36,-1
10013,8,4,108,-1
10013,8,5,45,4
10013,8,6,97,-1
10013,8,7,156,0
10013,8,8,158,1
10013,8,9,159,2
10013,8,10,155,3
10013,1,0,41,-1
10013,1,1,38,-1
10013,1,2,24,-1
10013,1,3,40,-1
10013,1,4,109,-1
10013,1,5,154,4
10013,1,6,26,-1
10013,1,7,139,0
10013,1,8,176,1
10013,1,9,103,2
10013,1,10,11,3
10014,3,0,114,-1
10014,3,1,3,-1
10014,3,2,57,-1
10014,3,3,168,-1
10014,3,4,56,-1
10014,3,5,62,4
10014,3,6,7,-1
10014,3,7,32,0
10014,3,8,120,1
10014,3,9,71,2
10014,3,10,66,3
10014,0,0,2,-1
10014,0,1,165,-1
10014,0,2,4,-1
10014,0,3,112,-1
10014,0,4,20,-1
10014,0,5,27,4
10014,0,6,61,-1
10014,0,7,13,0
10014,0,8,106,1
10014,0,9,15,2
10014,0,10,179,3
10015,1,0,131,-1
10015,1,1,40,-1
10015,1,2,24,-1
10015,1,3,109,-1
10015,1,4,38,-1
10015,1,5,154,4
10015,1,6,26,-1
10015,1,7,11,0
10015,1,8,140,1
10015,1,9,103,2
10015,1,10,35,3
10015,3,0,114,-1
10015,3,1,57,-1
10015,3,2,144,-1
10015,3,3,127,-1
10015,3,4,3,-1
10015,3,5,7,4
10015,3,6,152,-1
10015,3,7,66,0
10015,3,8,69,1
10015,3,9,32,2
10015,3,10,105,3
10016,2,0,18,-1
10016,2,1,0,-1
10016,2,2,22,-1
10016,2,3,164,-1
10016,2,4,39,-1
10016,2,5,43,4
10016,2,6,9,-1
10016,2,7,16,0
10016,2,8,52,1
10016,2,9,50,2
10016,2,10,49,3
10016,4,0,76,-1
10016,4,1,75,-1
10016,4,2,73,-1
10016,4,3,167,-1
10016,4,4,72,-1
10016,4,5,82,4
10016,4,6,81,-1
10016,4,7,86,0
10016,4,8,124,1
10016,4,9,88,2
10016,4,10,175,3
10017,5,0,21,-1
10017,5,1,95,-1
10017,5,2,132,-1
10017,5,3,6,-1
10017,5,4,90,-1
10017,5,5,98,4
10017,5,6,8,-1
10017,5,7,29,0
10017,5,8,102,1
10017,5,9,83,2
10017,5,10,14,3
10017,6,0,78,-1
10017,6,1,37,-1
10017,6,2,111,-1
10017,6,3,110,-1
10017,6,4,77,-1
10017,6,5,115,4
10017,6,6,116,-1
10017,6,7,143,0
10017,6,8,125,1
10017,6,9,123,2
10017,6,10,119,3
10018,1,0,131,-1
10018,1,1,24,-1
10018,1,2,38,-1
10018,1,3,41,-1
10018,1,4,149,-1
10018,1,5,28,4
10018,1,6,154,-1
10018,1,7,139,0
10018,1,8,176,1
10018,1,9,11,2
10018,1,10,140,3
10018,2,0,164,-1
10018,2,1,18,-1
10018,2,2,74,-1
10018,2,3,22,-1
10018,2,4,39,-1
10018,2,5,43,4
10018,2,6,25,-1
10018,2,7,52,0
10018,2,8,178,1
10018,2,9,50,2
10018,2,10,49,3
10019,9,0,163,-1
10019,9,1,92,-1
10019,9,2,5,-1
10019,9,3,162,-1
10019,9,4,58,-1
10019,9,5,170,4
10019,9,6,169,-1
10019,9,7,34,0
10019,9,8,174,1
10019,9,9,141,2
10019,9,10,87,3
10019,5,0,91,-1
10019,5,1,90,-1
10019,5,2,21,-1
10019,5,3,6,-1
10019,5,4,132,-1
10019,5,5,100,4
10019,5,6,63,-1
10019,5,7,33,0
10019,5,8,101,1
10019,5,9,14,2
10019,5,10,107,3
10020,5,0,94,-1
10020,5,1,95,-1
10020,5,2,6,-1
10020,5,3,21,-1
10020,5,4,91,-1
10020,5,5,98,4
10020,5,6,63,-1
10020,5,7,102,0
10020,5,8,33,1
10020,5,9,29,2
10020,5,10,101,3
10020,4,0,76,-1
10020,4,1,72,-1
10020,4,2,167,-1
10020,4,3,60,-1
10020,4,4,73,-1
10020,4,5,80,4
10020,4,6,79,-1
10020,4,7,84,0
10020,4,8,124,1
10020,4,9,88,2
10020,4,10,175,3
10021,1,0,131,-1
10021,1,1,24,-1
10021,1,2,40,-1
10021,1,3,38,-1
10021,1,4,41,-1
10021,1,5,28,4
10021,1,6,44,-1
10021,1,7,35,0
10021,1,8,173,1
10021,1,9,176,2
10021,1,10,139,3
10021,5,0,90,-1
10021,5,1,91,-1
10021,5,2,132,-1
10021,5,3,94,-1
10021,5,4,6,-1
10021,5,5,100,4
10021,5,6,98,-1
10021,5,7,101,0
10021,5,8,14,1
10021,5,9,33,2
10021,5,10,83,3
10022,0,0,4,-1
10022,0,1,2,-1
10022,0,2,112,-1
10022,0,3,20,-1
10022,0,4,1,-1
10022,0,5,61,4
10022,0,6,27,-1
10022,0,7,13,0
10022,0,8,17,1
10022,0,9,15,2
10022,0,10,179,3
10022,3,0,57,-1
10022,3,1,127,-1
10022,3,2,168,-1
10022,3,3,114,-1
10022,3,4,56,-1
10022,3,5,152,4
10022,3,6,62,-1
10022,3,7,32,0
10022,3,8,66,1
10022,3,9,71,2
10022,3,10,105,3
10023,1,0,109,-1
10023,1,1,24,-1
10023,1,2,131,-1
10023,1,3,40,-1
10023,1,4,38,-1
10023,1,5,26,4
10023,1,6,44,-1
10023,1,7,11,0
10023,1,8,139,1
10023,1,9,35,2
10023,1,10,140,3
10023,4,0,93,-1
10023,4,1,76,-1
10023,4,2,73,-1
10023,4,3,60,-1
10023,4,4,72,-1
10023,4,5,80,4
10023,4,6,82,-1
10023,4,7,86,0
10023,4,8,84,1
10023,4,9,124,2
10023,4,10,142,3
