season,match,week,home,away,venue,toss_winner,batted_first,first_total,second_total,winner
1,125,2,9,3,9,9,3,191,191,3
1,126,3,4,6,4,4,6,233,218,6
1,127,3,7,0,7,7,0,174,173,0
1,128,3,7,2,7,2,7,210,211,2
1,129,3,9,6,9,9,6,230,182,6
1,130,3,6,7,6,6,7,195,166,7
1,131,3,0,2,0,0,2,169,171,0
1,132,3,5,3,5,5,3,200,167,3
1,133,3,9,7,9,9,7,182,187,9
1,134,3,1,3,1,1,3,204,193,3
1,135,3,2,4,2,2,4,187,171,4
1,136,3,1,7,1,1,7,244,245,1
1,137,3,8,0,8,0,8,183,184,0
1,138,4,6,8,6,8,6,173,174,8
1,139,4,1,9,1,9,1,163,164,9
1,140,4,9,5,9,5,9,194,164,9
1,141,4,1,4,1,4,1,153,154,4
1,142,4,7,4,7,7,4,185,188,7
1,143,4,0,5,0,5,0,190,192,5
1,144,4,5,7,5,7,5,176,177,7
1,145,4,4,8,4,8,4,177,183,8
1,146,4,5,9,5,9,5,188,184,5
1,147,4,3,0,3,0,3,209,196,3
1,148,4,4,1,4,1,4,167,171,1
1,149,4,4,9,4,4,9,181,175,9
1,150,5,4,7,4,7,4,188,134,4
1,151,5,8,4,8,8,4,209,175,4
1,152,5,2,5,2,2,5,164,161,5
1,153,5,6,5,6,5,6,186,148,6
1,154,5,7,5,7,5,7,207,212,5
1,155,5,6,3,6,6,3,225,222,3
1,156,5,3,6,3,6,3,216,222,6
1,157,5,1,6,1,6,1,180,182,6
1,158,5,3,7,3,7,3,180,181,7
1,159,5,7,6,7,6,7,173,174,6
1,160,5,5,6,5,5,6,133,139,5
1,161,5,3,5,3,5,3,199,143,3
1,162,6,7,1,7,1,7,227,184,7
1,163,6,2,7,2,2,7,151,136,7
1,164,6,4,3,4,4,3,146,150,4
1,165,6,2,8,2,8,2,203,204,8
1,166,6,0,9,0,0,9,211,214,0
1,167,6,0,3,0,0,3,198,178,3
1,168,6,3,9,3,3,9,181,177,9
1,169,6,5,2,5,2,5,202,165,5
1,170,6,5,4,5,4,5,165,167,4
1,171,6,1,8,1,8,1,204,206,8
1,172,6,6,9,6,9,6,187,129,6
1,173,6,8,1,8,1,8,223,222,8
1,174,7,2,0,2,2,0,159,160,2
1,175,7,6,4,6,6,4,207,161,4
1,176,7,4,5,4,4,5,239,237,5
1,177,7,7,8,7,7,8,180,183,7
1,178,7,8,9,8,8,9,169,173,8
1,179,7,9,2,9,2,9,181,182,2
2,180,0,8,2,8,2,8,171,174,2
2,181,0,6,0,6,6,0,239,212,0
2,182,0,6,2,6,2,6,221,223,2
2,183,0,1,4,1,4,1,192,188,1
2,184,0,7,9,7,7,9,194,188,9
2,185,0,9,4,9,4,9,204,174,9
2,186,0,0,2,0,0,2,170,170,2
2,187,0,2,0,2,0,2,186,189,0
2,188,0,2,3,2,2,3,148,149,2
2,189,0,3,9,3,3,9,153,154,3
2,190,0,6,4,6,4,6,149,150,4
2,191,0,8,0,8,8,0,168,157,0
2,192,1,5,4,5,5,4,224,219,4
2,193,1,5,1,5,5,1,226,226,1
2,194,1,5,6,5,6,5,190,87,5
2,195,1,5,7,5,7,5,166,168,7
2,196,1,3,2,3,2,3,206,209,2
2,197,1,7,1,7,7,1,204,180,1
2,198,1,9,5,9,5,9,257,127,9
2,199,1,5,0,5,5,0,234,187,0
2,200,1,4,7,4,7,4,117,120,7
2,201,1,0,1,0,1,0,254,139,0
2,202,1,2,1,2,1,2,157,123,2
2,203,1,0,8,0,8,0,203,192,0
2,204,2,8,4,8,4,8,171,154,8
2,205,2,2,7,2,2,7,188,164,7
2,206,2,2,4,2,2,4,140,143,2
2,207,2,5,3,5,5,3,247,251,5
2,208,2,1,3,1,3,1,174,160,1
2,209,2,6,7,6,6,7,198,199,6
2,210,2,9,3,9,9,3,259,261,9
2,211,2,4,5,4,5,4,240,244,5
2,212,2,9,0,9,0,9,198,189,9
2,213,2,8,6,8,8,6,164,169,8
2,214,2,2,5,2,2,5,169,172,2
2,215,2,4,3,4,4,3,215,195,3
2,216,3,5,2,5,5,2,233,217,2
2,217,3,6,8,6,8,6,207,201,6
2,218,3,3,6,3,6,3,202,200,3
2,219,3,0,5,0,5,0,190,170,0
2,220,3,0,7,0,7,0,218,160,0
2,221,3,8,9,8,9,8,208,209,9
2,222,3,4,6,4,4,6,203,183,6
2,223,3,7,0,7,7,0,159,160,7
2,224,3,7,5,7,7,5,194,158,5
2,225,3,2,6,2,2,6,189,183,6
2,226,3,3,8,3,3,8,192,189,8
2,227,3,7,4,7,4,7,172,173,4
2,228,4,4,0,4,0,4,161,162,0
2,229,4,8,7,8,7,8,166,167,7
2,230,4,7,2,7,2,7,221,201,7
2,231,4,0,3,0,0,3,138,140,0
2,232,4,7,3,7,7,3,195,196,7
2,233,4,8,3,8,3,8,146,147,3
2,234,4,1,6,1,6,1,201,202,6
2,235,4,9,8,9,8,9,174,170,9
2,236,4,6,1,6,6,1,178,179,6
2,237,4,1,8,1,8,1,181,181,8
2,238,4,1,2,1,2,1,196,181,1
2,239,4,1,5,1,1,5,139,130,5
2,240,5,7,8,7,7,8,198,201,7
2,241,5,6,9,6,9,6,184,149,6
2,242,5,6,3,6,3,6,260,214,6
2,243,5,9,6,9,6,9,193,161,9
2,244,5,0,9,0,0,9,153,152,9
2,245,5,4,9,4,9,4,249,182,4
2,246,5,1,7,1,7,1,168,174,7
2,247,5,6,5,6,6,5,217,204,5
2,248,5,0,6,0,0,6,194,198,0
2,249,5,2,9,2,2,9,231,162,9
2,250,5,3,5,3,3,5,231,169,5
2,251,5,2,8,2,2,8,165,166,2
2,252,6,4,2,4,4,2,145,142,2
2,253,6,4,8,4,8,4,153,154,8
2,254,6,9,1,9,9,1,206,210,9
2,255,6,3,7,3,7,3,228,233,7
2,256,6,8,5,8,5,8,162,163,5
2,257,6,3,4,3,3,4,183,163,4
2,258,6,1,9,1,9,1,217,218,9
2,259,6,1,0,1,0,1,145,148,0
2,260,6,9,2,9,2,9,181,183,2
2,261,6,8,1,8,1,8,192,171,8
2,262,6,3,1,3,3,1,174,161,1
2,263,6,5,9,5,9,5,267,165,5
2,264,7,3,0,3,3,0,224,211,0
2,265,7,5,8,5,8,5,233,173,5
2,266,7,7,6,7,6,7,139,140,6
2,267,7,4,1,4,4,1,211,214,4
2,268,7,9,7,9,9,7,227,209,7
2,269,7,0,4,0,4,0,207,169,0
