season,match,innings,over,ball,batting_team,bowling_team,venue,batter,bowler,outcome,extra,position,wickets_before,runs_before,target
0,0,2,7,3,7,4,4,130,89,0,0,0,2,51,195
0,0,2,7,4,7,4,4,130,89,1,0,0,2,51,195
0,0,2,7,5,7,4,4,128,89,4,0,3,2,52,195
0,0,2,8,0,7,4,4,130,84,0,0,0,2,56,195
0,0,2,8,1,7,4,4,130,84,1,0,0,2,56,195
0,0,2,8,2,7,4,4,128,84,4,0,3,2,57,195
0,0,2,8,3,7,4,4,128,84,1,0,3,2,61,195
0,0,2,8,4,7,4,4,130,84,6,0,0,2,62,195
0,0,2,8,5,7,4,4,130,84,4,0,0,2,68,195
0,0,2,9,0,7,4,4,128,82,0,0,3,2,72,195
0,0,2,9,1,7,4,4,128,82,1,0,3,2,72,195
0,0,2,9,2,7,4,4,130,82,2,0,0,2,73,195
0,0,2,9,3,7,4,4,130,82,W,0,0,2,75,195
0,0,2,9,4,7,4,4,132,82,0,0,4,3,75,195
0,0,2,9,5,7,4,4,132,82,1,0,4,3,75,195
0,0,2,10,0,7,4,4,132,85,0,0,4,3,76,195
0,0,2,10,1,7,4,4,132,85,1,0,4,3,76,195
0,0,2,10,2,7,4,4,128,85,1,0,3,3,77,195
0,0,2,10,3,7,4,4,132,85,2,0,4,3,78,195
0,0,2,10,4,7,4,4,132,85,6,0,4,3,80,195
0,0,2,10,5,7,4,4,132,85,1,0,4,3,86,195
0,0,2,11,0,7,4,4,132,83,1,0,4,3,87,195
0,0,2,11,1,7,4,4,128,83,1,0,3,3,88,195
0,0,2,11,2,7,4,4,132,83,1,0,4,3,89,195
0,0,2,11,3,7,4,4,128,83,1,0,3,3,90,195
0,0,2,11,4,7,4,4,132,83,6,0,4,3,91,195
0,0,2,11,5,7,4,4,132,83,2,0,4,3,97,195
0,0,2,12,0,7,4,4,128,89,1,0,3,3,99,195
0,0,2,12,1,7,4,4,132,89,1,0,4,3,100,195
0,0,2,12,2,7,4,4,128,89,1,0,3,3,101,195
0,0,2,12,3,7,4,4,132,89,1,0,4,3,102,195
0,0,2,12,4,7,4,4,128,89,1,0,3,3,103,195
0,0,2,12,5,7,4,4,132,89,1,0,4,3,104,195
0,0,2,13,0,7,4,4,132,84,0,0,4,3,105,195
0,0,2,13,1,7,4,4,132,84,0,0,4,3,105,195
0,0,2,13,2,7,4,4,132,84,1,0,4,3,105,195
0,0,2,13,3,7,4,4,128,84,2,0,3,3,106,195
0,0,2,13,4,7,4,4,128,84,2,0,3,3,108,195
0,0,2,13,5,7,4,4,128,84,W,0,3,3,110,195
0,0,2,14,0,7,4,4,132,82,1,0,4,4,110,195
0,0,2,14,1,7,4,4,135,82,1,0,5,4,111,195
0,0,2,14,2,7,4,4,132,82,1,1,4,4,112,195
0,0,2,14,3,7,4,4,135,82,0,0,5,4,114,195
0,0,2,14,4,7,4,4,135,82,1,0,5,4,114,195
0,0,2,14,5,7,4,4,132,82,2,0,4,4,115,195
0,0,2,15,0,7,4,4,135,85,0,0,5,4,117,195
0,0,2,15,1,7,4,4,135,85,2,0,5,4,117,195
0,0,2,15,2,7,4,4,135,85,0,0,5,4,119,195
0,0,2,15,3,7,4,4,135,85,6,0,5,4,119,195
0,0,2,15,4,7,4,4,135,85,6,0,5,4,125,195
0,0,2,15,5,7,4,4,135,85,0,0,5,4,131,195
0,0,2,16,0,7,4,4,132,83,1,0,4,4,131,195
0,0,2,16,1,7,4,4,135,83,4,0,5,4,132,195
0,0,2,16,2,7,4,4,135,83,1,0,5,4,136,195
0,0,2,16,3,7,4,4,132,83,W,0,4,4,137,195
0,0,2,16,4,7,4,4,134,83,1,0,6,5,137,195
0,0,2,16,5,7,4,4,135,83,6,0,5,5,138,195
0,0,2,17,0,7,4,4,134,89,4,0,6,5,144,195
0,0,2,17,1,7,4,4,134,89,2,0,6,5,148,195
0,0,2,17,2,7,4,4,134,89,1,0,6,5,150,195
0,0,2,17,3,7,4,4,135,89,1,0,5,5,151,195
0,0,2,17,4,7,4,4,134,89,W,0,6,5,152,195
0,0,2,17,5,7,4,4,139,89,1,0,7,6,152,195
0,0,2,18,0,7,4,4,139,84,1,0,7,6,153,195
0,0,2,18,1,7,4,4,135,84,6,0,5,6,154,195
0,0,2,18,2,7,4,4,135,84,1,0,5,6,160,195
0,0,2,18,3,7,4,4,139,84,W,0,7,6,161,195
0,0,2,18,4,7,4,4,142,84,6,0,8,7,161,195
0,0,2,18,5,7,4,4,142,84,1,0,8,7,167,195
0,0,2,19,0,7,4,4,142,82,1,0,8,7,168,195
0,0,2,19,1,7,4,4,135,82,1,0,5,7,169,195
0,0,2,19,2,7,4,4,142,82,4,0,8,7,170,195
0,0,2,19,3,7,4,4,142,82,0,0,8,7,174,195
0,0,2,19,4,7,4,4,142,82,0,0,8,7,174,195
0,0,2,19,5,7,4,4,142,82,0,0,8,7,174,195
0,1,1,0,0,7,2,2,129,48,0,0,0,0,0,0
0,1,1,0,1,7,2,2,129,48,0,0,0,0,0,0
0,1,1,0,2,7,2,2,129,48,4,0,0,0,0,0
0,1,1,0,3,7,2,2,129,48,0,0,0,0,4,0
0,1,1,0,4,7,2,2,129,48,1,1,0,0,4,0
0,1,1,0,5,7,2,2,131,48,0,0,1,0,6,0
0,1,1,1,0,7,2,2,129,53,0,0,0,0,6,0
0,1,1,1,1,7,2,2,129,53,1,0,0,0,6,0
0,1,1,1,2,7,2,2,131,53,1,0,1,0,7,0
0,1,1,1,3,7,2,2,129,53,0,0,0,0,8,0
0,1,1,1,4,7,2,2,129,53,2,0,0,0,8,0
0,1,1,1,5,7,2,2,129,53,2,0,0,0,10,0
0,1,1,2,0,7,2,2,131,50,1,0,1,0,12,0
0,1,1,2,1,7,2,2,129,50,0,0,0,0,13,0
0,1,1,2,2,7,2,2,129,50,0,0,0,0,13,0
0,1,1,2,3,7,2,2,129,50,0,0,0,0,13,0
0,1,1,2,4,7,2,2,129,50,4,0,0,0,13,0
0,1,1,2,5,7,2,2,129,50,2,0,0,0,17,0
0,1,1,3,0,7,2,2,131,51,0,0,1,0,19,0
0,1,1,3,1,7,2,2,131,51,0,0,1,0,19,0
0,1,1,3,2,7,2,2,131,51,1,0,1,0,19,0
0,1,1,3,3,7,2,2,129,51,0,0,0,0,20,0
0,1,1,3,4,7,2,2,129,51,1,1,0,0,20,0
0,1,1,3,5,7,2,2,131,51,1,0,1,0,22,0
0,1,1,4,0,7,2,2,131,46,4,0,1,0,23,0
0,1,1,4,1,7,2,2,131,46,0,0,1,0,27,0
0,1,1,4,2,7,2,2,131,46,6,0,1,0,27,0
0,1,1,4,3,7,2,2,131,46,1,0,1,0,33,0
0,1,1,4,4,7,2,2,129,46,2,1,0,0,34,0
0,1,1,4,5,7,2,2,129,46,6,0,0,0,37,0
0,1,1,5,0,7,2,2,131,48,0,0,1,0,43,0
0,1,1,5,1,7,2,2,131,48,2,0,1,0,43,0
0,1,1,5,2,7,2,2,131,48,1,0,1,0,45,0
0,1,1,5,3,7,2,2,129,48,1,0,0,0,46,0
0,1,1,5,4,7,2,2,131,48,0,0,1,0,47,0
0,1,1,5,5,7,2,2,131,48,0,0,1,0,47,0
0,1,1,6,0,7,2,2,129,53,1,0,0,0,47,0
0,1,1,6,1,7,2,2,131,53,0,0,1,0,48,0
0,1,1,6,2,7,2,2,131,53,1,0,1,0,48,0
0,1,1,6,3,7,2,2,129,53,1,0,0,0,49,0
0,1,1,6,4,7,2,2,131,53,2,0,1,0,50,0
0,1,1,6,5,7,2,2,131,53,0,0,1,0,52,0
0,1,1,7,0,7,2,2,129,50,1,1,0,0,52,0
0,1,1,7,1,7,2,2,131,50,0,0,1,0,54,0
0,1,1,7,2,7,2,2,131,50,1,0,1,0,54,0
0,1,1,7,3,7,2,2,129,50,1,0,0,0,55,0
0,1,1,7,4,7,2,2,131,50,1,0,1,0,56,0
0,1,1,7,5,7,2,2,129,50,1,0,0,0,57,0
0,1,1,8,0,7,2,2,129,51,1,0,0,0,58,0
0,1,1,8,1,7,2,2,131,51,1,0,1,0,59,0
0,1,1,8,2,7,2,2,129,51,1,0,0,0,60,0
0,1,1,8,3,7,2,2,131,51,6,0,1,0,61,0
0,1,1,8,4,7,2,2,131,51,1,0,1,0,67,0
0,1,1,8,5,7,2,2,129,51,1,0,0,0,68,0
0,1,1,9,0,7,2,2,129,46,0,0,0,0,69,0
0,1,1,9,1,7,2,2,129,46,2,0,0,0,69,0
0,1,1,9,2,7,2,2,129,46,2,0,0,0,71,0
0,1,1,9,3,7,2,2,129,46,1,0,0,0,73,0
0,1,1,9,4,7,2,2,131,46,1,0,1,0,74,0
0,1,1,9,5,7,2,2,129,46,1,0,0,0,75,0
0,1,1,10,0,7,2,2,129,48,1,0,0,0,76,0
0,1,1,10,1,7,2,2,131,48,0,0,1,0,77,0
0,1,1,10,2,7,2,2,131,48,0,0,1,0,77,0
0,1,1,10,3,7,2,2,131,48,1,1,1,0,77,0
0,1,1,10,4,7,2,2,129,48,W,0,0,0,79,0
0,1,1,10,5,7,2,2,128,48,0,0,2,1,79,0
0,1,1,11,0,7,2,2,131,53,1,0,1,1,79,0
0,1,1,11,1,7,2,2,128,53,1,0,2,1,80,0
0,1,1,11,2,7,2,2,131,53,0,0,1,1,81,0
0,1,1,11,3,7,2,2,131,53,1,1,1,1,81,0
0,1,1,11,4,7,2,2,128,53,1,0,2,1,83,0
0,1,1,11,5,7,2,2,131,53,1,0,1,1,84,0
0,1,1,12,0,7,2,2,131,50,2,0,1,1,85,0
0,1,1,12,1,7,2,2,131,50,1,0,1,1,87,0
0,1,1,12,2,7,2,2,128,50,4,0,2,1,88,0
0,1,1,12,3,7,2,2,128,50,1,0,2,1,92,0
0,1,1,12,4,7,2,2,131,50,1,0,1,1,93,0
0,1,1,12,5,7,2,2,128,50,1,0,2,1,94,0
0,1,1,13,0,7,2,2,128,51,1,0,2,1,95,0
0,1,1,13,1,7,2,2,131,51,4,0,1,1,96,0
0,1,1,13,2,7,2,2,131,51,2,0,1,1,100,0
0,1,1,13,3,7,2,2,131,51,4,0,1,1,102,0
0,1,1,13,4,7,2,2,131,51,1,0,1,1,106,0
0,1,1,13,5,7,2,2,128,51,1,1,2,1,107,0
0,1,1,14,0,7,2,2,128,46,4,1,2,1,109,0
0,1,1,14,1,7,2,2,128,46,4,0,2,1,114,0
0,1,1,14,2,7,2,2,128,46,2,0,2,1,118,0
0,1,1,14,3,7,2,2,128,46,0,0,2,1,120,0
0,1,1,14,4,7,2,2,128,46,W,0,2,1,120,0
0,1,1,14,5,7,2,2,127,46,2,0,3,2,120,0
0,1,1,15,0,7,2,2,131,48,1,0,1,2,122,0
0,1,1,15,1,7,2,2,127,48,1,0,3,2,123,0
0,1,1,15,2,7,2,2,131,48,1,0,1,2,124,0
0,1,1,15,3,7,2,2,127,48,0,0,3,2,125,0
0,1,1,15,4,7,2,2,127,48,1,0,3,2,125,0
0,1,1,15,5,7,2,2,131,48,6,0,1,2,126,0
0,1,1,16,0,7,2,2,127,53,1,0,3,2,132,0
0,1,1,16,1,7,2,2,131,53,1,0,1,2,133,0
0,1,1,16,2,7,2,2,127,53,1,0,3,2,134,0
0,1,1,16,3,7,2,2,131,53,4,0,1,2,135,0
0,1,1,16,4,7,2,2,131,53,1,0,1,2,139,0
0,1,1,16,5,7,2,2,127,53,2,0,3,2,140,0
0,1,1,17,0,7,2,2,131,50,1,0,1,2,142,0
0,1,1,17,1,7,2,2,127,50,1,0,3,2,143,0
0,1,1,17,2,7,2,2,131,50,2,0,1,2,144,0
0,1,1,17,3,7,2,2,131,50,2,0,1,2,146,0
0,1,1,17,4,7,2,2,131,50,1,0,1,2,148,0
0,1,1,17,5,7,2,2,127,50,1,0,3,2,149,0
0,1,1,18,0,7,2,2,127,51,W,0,3,2,150,0
0,1,1,18,1,7,2,2,130,51,4,0,4,3,150,0
0,1,1,18,2,7,2,2,130,51,4,0,4,3,154,0
0,1,1,18,3,7,2,2,130,51,4,0,4,3,158,0
0,1,1,18,4,7,2,2,130,51,0,0,4,3,162,0
0,1,1,18,5,7,2,2,130,51,4,0,4,3,162,0
0,1,1,19,0,7,2,2,131,46,1,0,1,3,166,0
0,1,1,19,1,7,2,2,130,46,2,0,4,3,167,0
0,1,1,19,2,7,2,2,130,46,1,0,4,3,169,0
0,1,1,19,3,7,2,2,131,46,0,0,1,3,170,0
0,1,1,19,4,7,2,2,131,46,2,0,1,3,170,0
0,1,1,19,5,7,2,2,131,46,4,0,1,3,172,0
0,1,2,0,0,2,7,2,40,141,0,0,0,0,0,177
0,1,2,0,1,2,7,2,40,141,4,0,0,0,0,177
0,1,2,0,2,2,7,2,40,141,2,0,0,0,4,177
0,1,2,0,3,2,7,2,40,141,0,0,0,0,6,177
0,1,2,0,4,2,7,2,40,141,1,0,0,0,6,177
0,1,2,0,5,2,7,2,41,141,0,1,1,0,7,177
0,1,2,1,0,2,7,2,40,143,0,0,0,0,8,177
0,1,2,1,1,2,7,2,40,143,0,0,0,0,8,177
0,1,2,1,2,2,7,2,40,143,0,0,0,0,8,177
0,1,2,1,3,2,7,2,40,143,4,0,0,0,8,177
0,1,2,1,4,2,7,2,40,143,0,0,0,0,12,177
0,1,2,1,5,2,7,2,40,143,4,0,0,0,12,177
0,1,2,2,0,2,7,2,41,139,1,0,1,0,16,177
0,1,2,2,1,2,7,2,40,139,0,0,0,0,17,177
0,1,2,2,2,2,7,2,40,139,0,0,0,0,17,177
0,1,2,2,3,2,7,2,40,139,6,0,0,0,17,177
0,1,2,2,4,2,7,2,40,139,0,0,0,0,23,177
0,1,2,2,5,2,7,2,40,139,0,0,0,0,23,177
0,1,2,3,0,2,7,2,41,142,4,0,1,0,23,177
0,1,2,3,1,2,7,2,41,142,W,0,1,0,27,177
0,1,2,3,2,2,7,2,38,142,6,0,2,1,27,177
0,1,2,3,3,2,7,2,38,142,0,1,2,1,33,177
0,1,2,3,4,2,7,2,38,142,0,0,2,1,34,177
0,1,2,3,5,2,7,2,38,142,0,0,2,1,34,177
0,1,2,4,0,2,7,2,40,133,0,0,0,1,34,177
0,1,2,4,1,2,7,2,40,133,0,0,0,1,34,177
0,1,2,4,2,2,7,2,40,133,2,1,0,1,34,177
0,1,2,4,3,2,7,2,40,133,0,0,0,1,37,177
0,1,2,4,4,2,7,2,40,133,6,0,0,1,37,177
0,1,2,4,5,2,7,2,40,133,6,0,0,1,43,177
0,1,2,5,0,2,7,2,38,141,0,0,2,1,49,177
0,1,2,5,1,2,7,2,38,141,4,0,2,1,49,177
0,1,2,5,2,2,7,2,38,141,0,0,2,1,53,177
0,1,2,5,3,2,7,2,38,141,0,0,2,1,53,177
0,1,2,5,4,2,7,2,38,141,4,0,2,1,53,177
0,1,2,5,5,2,7,2,38,141,4,0,2,1,57,177
0,1,2,6,0,2,7,2,40,143,1,0,0,1,61,177
0,1,2,6,1,2,7,2,38,143,0,0,2,1,62,177
0,1,2,6,2,2,7,2,38,143,1,0,2,1,62,177
0,1,2,6,3,2,7,2,40,143,1,0,0,1,63,177
0,1,2,6,4,2,7,2,38,143,1,0,2,1,64,177
0,1,2,6,5,2,7,2,40,143,1,0,0,1,65,177
0,1,2,7,0,2,7,2,40,139,1,0,0,1,66,177
0,1,2,7,1,2,7,2,38,139,2,0,2,1,67,177
0,1,2,7,2,2,7,2,38,139,6,0,2,1,69,177
0,1,2,7,3,2,7,2,38,139,1,1,2,1,75,177
0,1,2,7,4,2,7,2,40,139,1,0,0,1,77,177
0,1,2,7,5,2,7,2,38,139,1,0,2,1,78,177
0,1,2,8,0,2,7,2,38,142,4,0,2,1,79,177
0,1,2,8,1,2,7,2,38,142,2,0,2,1,83,177
0,1,2,8,2,2,7,2,38,142,1,0,2,1,85,177
0,1,2,8,3,2,7,2,40,142,0,0,0,1,86,177
0,1,2,8,4,2,7,2,40,142,1,0,0,1,86,177
0,1,2,8,5,2,7,2,38,142,4,0,2,1,87,177
0,1,2,9,0,2,7,2,40,133,1,0,0,1,91,177
0,1,2,9,1,2,7,2,38,133,4,0,2,1,92,177
0,1,2,9,2,2,7,2,38,133,1,0,2,1,96,177
0,1,2,9,3,2,7,2,40,133,1,0,0,1,97,177
0,1,2,9,4,2,7,2,38,133,6,0,2,1,98,177
0,1,2,9,5,2,7,2,38,133,1,1,2,1,104,177
0,1,2,10,0,2,7,2,38,141,1,0,2,1,106,177
0,1,2,10,1,2,7,2,40,141,1,0,0,1,107,177
0,1,2,10,2,2,7,2,38,141,1,0,2,1,108,177
0,1,2,10,3,2,7,2,40,141,W,0,0,1,109,177
0,1,2,10,4,2,7,2,36,141,1,1,3,2,109,177
0,1,2,10,5,2,7,2,38,141,1,0,2,2,111,177
0,1,2,11,0,2,7,2,38,143,W,0,2,2,112,177
0,1,2,11,1,2,7,2,42,143,2,0,4,3,112,177
0,1,2,11,2,2,7,2,42,143,W,0,4,3,114,177
0,1,2,11,3,2,7,2,46,143,0,0,5,4,114,177
0,1,2,11,4,2,7,2,46,143,2,0,5,4,114,177
0,1,2,11,5,2,7,2,46,143,0,0,5,4,116,177
0,1,2,12,0,2,7,2,36,139,4,0,3,4,116,177
0,1,2,12,1,2,7,2,36,139,0,0,3,4,120,177
