fixture,team,batting_slot,player,bowling_slot
10004,2,0,40,-1
10004,2,1,111,-1
10004,2,2,41,-1
10004,2,3,38,-1
10004,2,4,57,-1
10004,2,5,63,4
10004,2,6,46,-1
10004,2,7,14,0
10004,2,8,48,1
10004,2,9,52,2
10004,2,10,51,3
10004,7,0,4,-1
10004,7,1,132,-1
10004,7,2,2,-1
10004,7,3,5,-1
10004,7,4,18,-1
10004,7,5,135,4
10004,7,6,134,-1
10004,7,7,29,0
10004,7,8,143,1
10004,7,9,124,2
10004,7,10,142,3
10005,5,0,108,-1
10005,5,1,92,-1
10005,5,2,95,-1
10005,5,3,131,-1
10005,5,4,96,-1
10005,5,5,99,4
10005,5,6,9,-1
10005,5,7,140,0
10005,5,8,177,1
10005,5,9,71,2
10005,5,10,104,3
10005,1,0,20,-1
10005,1,1,42,-1
10005,1,2,22,-1
10005,1,3,23,-1
10005,1,4,90,-1
10005,1,5,27,4
10005,1,6,26,-1
10005,1,7,33,0
10005,1,8,32,1
10005,1,9,53,2
10005,1,10,139,3
10006,3,0,37,-1
10006,3,1,60,-1
10006,3,2,59,-1
10006,3,3,58,-1
10006,3,4,56,-1
10006,3,5,151,4
10006,3,6,61,-1
10006,3,7,35,0
10006,3,8,68,1
10006,3,9,13,2
10006,3,10,65,3
10006,2,0,38,-1
10006,2,1,164,-1
10006,2,2,1,-1
10006,2,3,57,-1
10006,2,4,40,-1
10006,2,5,63,4
10006,2,6,44,-1
10006,2,7,125,0
10006,2,8,52,1
10006,2,9,48,2
10006,2,10,47,3
10007,1,0,24,-1
10007,1,1,42,-1
10007,1,2,22,-1
10007,1,3,90,-1
10007,1,4,147,-1
10007,1,5,25,4
10007,1,6,27,-1
10007,1,7,49,0
10007,1,8,123,1
10007,1,9,33,2
10007,1,10,53,3
10007,2,0,40,-1
10007,2,1,164,-1
10007,2,2,41,-1
10007,2,3,111,-1
10007,2,4,1,-1
10007,2,5,81,4
10007,2,6,46,-1
10007,2,7,125,0
10007,2,8,47,1
10007,2,9,14,2
10007,2,10,155,3
10008,9,0,93,-1
10008,9,1,73,-1
10008,9,2,149,-1
10008,9,3,167,-1
10008,9,4,165,-1
10008,9,5,8,4
10008,9,6,116,-1
10008,9,7,179,0
10008,9,8,83,1
10008,9,9,175,2
10008,9,10,101,3
10008,4,0,19,-1
10008,4,1,129,-1
10008,4,2,77,-1
10008,4,3,168,-1
10008,4,4,145,-1
10008,4,5,79,4
10008,4,6,82,-1
10008,4,7,85,0
10008,4,8,103,1
10008,4,9,88,2
10008,4,10,86,3
10009,3,0,37,-1
10009,3,1,55,-1
10009,3,2,60,-1
10009,3,3,59,-1
10009,3,4,58,-1
10009,3,5,10,4
10009,3,6,61,-1
10009,3,7,65,0
10009,3,8,13,1
10009,3,9,84,2
10009,3,10,66,3
10009,0,0,76,-1
10009,0,1,94,-1
10009,0,2,128,-1
10009,0,3,6,-1
10009,0,4,162,-1
10009,0,5,28,4
10009,0,6,62,-1
10009,0,7,15,0
10009,0,8,158,1
10009,0,9,12,2
10009,0,10,17,3
10010,3,0,60,-1
10010,3,1,59,-1
10010,3,2,55,-1
10010,3,3,150,-1
10010,3,4,56,-1
10010,3,5,10,4
10010,3,6,61,-1
10010,3,7,67,0
10010,3,8,13,1
10010,3,9,84,2
10010,3,10,35,3
10010,8,0,72,-1
10010,8,1,21,-1
10010,8,2,78,-1
10010,8,3,36,-1
10010,8,4,146,-1
10010,8,5,153,4
10010,8,6,154,-1
10010,8,7,156,0
10010,8,8,141,1
10010,8,9,161,2
10010,8,10,159,3
10011,6,0,39,-1
10011,6,1,75,-1
10011,6,2,126,-1
10011,6,3,113,-1
10011,6,4,110,-1
10011,6,5,117,4
10011,6,6,171,-1
10011,6,7,122,0
10011,6,8,121,1
10011,6,9,119,2
10011,6,10,30,3
10011,1,0,42,-1
10011,1,1,23,-1
10011,1,2,24,-1
10011,1,3,20,-1
10011,1,4,90,-1
10011,1,5,27,4
10011,1,6,26,-1
10011,1,7,33,0
10011,1,8,123,1
10011,1,9,53,2
10011,1,10,49,3
10012,4,0,145,-1
10012,4,1,19,-1
10012,4,2,129,-1
10012,4,3,74,-1
10012,4,4,168,-1
10012,4,5,79,4
10012,4,6,170,-1
10012,4,7,11,0
10012,4,8,88,1
10012,4,9,86,2
10012,4,10,176,3
10012,7,0,4,-1
10012,7,1,132,-1
10012,7,2,127,-1
10012,7,3,18,-1
10012,7,4,5,-1
10012,7,5,134,4
10012,7,6,45,-1
10012,7,7,124,0
10012,7,8,142,1
10012,7,9,31,2
10012,7,10,137,3
10013,7,0,130,-1
10013,7,1,4,-1
10013,7,2,127,-1
10013,7,3,5,-1
10013,7,4,2,-1
10013,7,5,169,4
10013,7,6,135,-1
10013,7,7,31,0
10013,7,8,124,1
10013,7,9,29,2
10013,7,10,142,3
10013,0,0,0,-1
10013,0,1,94,-1
10013,0,2,162,-1
10013,0,3,3,-1
10013,0,4,128,-1
10013,0,5,7,4
10013,0,6,64,-1
10013,0,7,15,0
10013,0,8,16,1
10013,0,9,17,2
10013,0,10,158,3
10014,2,0,40,-1
10014,2,1,164,-1
10014,2,2,41,-1
10014,2,3,1,-1
10014,2,4,57,-1
10014,2,5,46,4
10014,2,6,63,-1
10014,2,7,14,0
10014,2,8,125,1
10014,2,9,51,2
10014,2,10,47,3
10014,6,0,112,-1
10014,6,1,114,-1
10014,6,2,39,-1
10014,6,3,75,-1
10014,6,4,113,-1
10014,6,5,171,4
10014,6,6,117,-1
10014,6,7,122,0
10014,6,8,30,1
10014,6,9,120,2
10014,6,10,34,3
10015,1,0,90,-1
10015,1,1,20,-1
10015,1,2,24,-1
10015,1,3,22,-1
10015,1,4,23,-1
10015,1,5,27,4
10015,1,6,133,-1
10015,1,7,53,0
10015,1,8,139,1
10015,1,9,50,2
10015,1,10,49,3
10015,3,0,56,-1
10015,3,1,55,-1
10015,3,2,37,-1
10015,3,3,60,-1
10015,3,4,59,-1
10015,3,5,61,4
10015,3,6,151,-1
10015,3,7,66,0
10015,3,8,65,1
10015,3,9,35,2
10015,3,10,68,3
10016,9,0,163,-1
10016,9,1,166,-1
10016,9,2,165,-1
10016,9,3,167,-1
10016,9,4,93,-1
10016,9,5,136,4
10016,9,6,116,-1
10016,9,7,175,0
10016,9,8,102,1
10016,9,9,83,2
10016,9,10,174,3
10016,5,0,96,-1
10016,5,1,109,-1
10016,5,2,91,-1
10016,5,3,92,-1
10016,5,4,108,-1
10016,5,5,97,4
10016,5,6,9,-1
10016,5,7,106,0
10016,5,8,69,1
10016,5,9,71,2
10016,5,10,140,3
10017,8,0,72,-1
10017,8,1,78,-1
10017,8,2,148,-1
10017,8,3,144,-1
10017,8,4,36,-1
10017,8,5,43,4
10017,8,6,153,-1
10017,8,7,157,0
10017,8,8,89,1
10017,8,9,159,2
10017,8,10,141,3
10017,1,0,20,-1
10017,1,1,42,-1
10017,1,2,23,-1
10017,1,3,24,-1
10017,1,4,90,-1
10017,1,5,133,4
10017,1,6,25,-1
10017,1,7,123,0
10017,1,8,49,1
10017,1,9,32,2
10017,1,10,53,3
10018,5,0,108,-1
10018,5,1,96,-1
10018,5,2,131,-1
10018,5,3,109,-1
10018,5,4,91,-1
10018,5,5,100,4
10018,5,6,9,-1
10018,5,7,106,0
10018,5,8,177,1
10018,5,9,105,2
10018,5,10,69,3
10018,4,0,74,-1
10018,4,1,129,-1
10018,4,2,54,-1
10018,4,3,19,-1
10018,4,4,145,-1
10018,4,5,79,4
10018,4,6,170,-1
10018,4,7,176,0
10018,4,8,88,1
10018,4,9,86,2
10018,4,10,11,3
10019,8,0,36,-1
10019,8,1,148,-1
10019,8,2,144,-1
10019,8,3,146,-1
10019,8,4,78,-1
10019,8,5,152,4
10019,8,6,154,-1
10019,8,7,157,0
10019,8,8,141,1
10019,8,9,161,2
10019,8,10,89,3
10019,5,0,95,-1
10019,5,1,109,-1
10019,5,2,92,-1
10019,5,3,96,-1
10019,5,4,91,-1
10019,5,5,100,4
10019,5,6,99,-1
10019,5,7,71,0
10019,5,8,177,1
10019,5,9,105,2
10019,5,10,106,3
10020,5,0,108,-1
10020,5,1,96,-1
10020,5,2,95,-1
10020,5,3,91,-1
10020,5,4,109,-1
10020,5,5,97,4
10020,5,6,99,-1
10020,5,7,71,0
10020,5,8,106,1
10020,5,9,177,2
10020,5,10,105,3
10020,6,0,126,-1
10020,6,1,113,-1
10020,6,2,114,-1
10020,6,3,110,-1
10020,6,4,75,-1
10020,6,5,171,4
10020,6,6,117,-1
10020,6,7,119,0
10020,6,8,34,1
10020,6,9,122,2
10020,6,10,138,3
10021,6,0,39,-1
10021,6,1,75,-1
10021,6,2,114,-1
10021,6,3,110,-1
10021,6,4,126,-1
10021,6,5,115,4
10021,6,6,117,-1
10021,6,7,120,0
10021,6,8,119,1
10021,6,9,122,2
10021,6,10,34,3
10021,3,0,58,-1
10021,3,1,37,-1
10021,3,2,150,-1
10021,3,3,60,-1
10021,3,4,56,-1
10021,3,5,10,4
10021,3,6,151,-1
10021,3,7,66,0
10021,3,8,68,1
10021,3,9,67,2
10021,3,10,65,3
10022,7,0,130,-1
10022,7,1,5,-1
10022,7,2,132,-1
10022,7,3,2,-1
10022,7,4,4,-1
10022,7,5,169,4
10022,7,6,135,-1
10022,7,7,137,0
10022,7,8,29,1
10022,7,9,87,2
10022,7,10,124,3
10022,6,0,113,-1
10022,6,1,75,-1
10022,6,2,126,-1
10022,6,3,112,-1
10022,6,4,39,-1
10022,6,5,171,4
10022,6,6,117,-1
10022,6,7,34,0
10022,6,8,120,1
10022,6,9,119,2
10022,6,10,122,3
10023,4,0,54,-1
10023,4,1,168,-1
10023,4,2,129,-1
10023,4,3,19,-1
10023,4,4,145,-1
10023,4,5,172,4
10023,4,6,170,-1
10023,4,7,85,0
10023,4,8,103,1
10023,4,9,11,2
10023,4,10,178,3
10023,6,0,112,-1
10023,6,1,126,-1
10023,6,2,110,-1
10023,6,3,114,-1
10023,6,4,113,-1
10023,6,5,117,4
10023,6,6,171,-1
10023,6,7,120,0
10023,6,8,122,1
10023,6,9,121,2
10023,6,10,138,3
