match,team,batting_slot,player,bowling_slot
9,4,1,76,-1
9,4,2,78,-1
9,4,3,77,-1
9,4,4,73,-1
9,4,5,81,4
9,4,6,80,-1
9,4,7,89,0
9,4,8,85,1
9,4,9,86,2
9,4,10,88,3
10,1,0,20,-1
10,1,1,19,-1
10,1,2,24,-1
10,1,3,23,-1
10,1,4,22,-1
10,1,5,27,4
10,1,6,28,-1
10,1,7,34,0
10,1,8,32,1
10,1,9,31,2
10,1,10,29,3
10,2,0,37,-1
10,2,1,36,-1
10,2,2,42,-1
10,2,3,41,-1
10,2,4,39,-1
10,2,5,44,4
10,2,6,46,-1
10,2,7,49,0
10,2,8,51,1
10,2,9,48,2
10,2,10,53,3
11,9,0,163,-1
11,9,1,165,-1
11,9,2,168,-1
11,9,3,166,-1
11,9,4,167,-1
11,9,5,172,4
11,9,6,170,-1
11,9,7,179,0
11,9,8,177,1
11,9,9,174,2
11,9,10,176,3
11,4,0,74,-1
11,4,1,72,-1
11,4,2,73,-1
11,4,3,78,-1
11,4,4,75,-1
11,4,5,79,4
11,4,6,81,-1
11,4,7,88,0
11,4,8,89,1
11,4,9,83,2
11,4,10,85,3
12,6,0,108,-1
12,6,1,114,-1
12,6,2,109,-1
12,6,3,113,-1
12,6,4,111,-1
12,6,5,115,4
12,6,6,116,-1
12,6,7,122,0
12,6,8,121,1
12,6,9,123,2
12,6,10,120,3
12,8,0,146,-1
12,8,1,150,-1
12,8,2,144,-1
12,8,3,145,-1
12,8,4,148,-1
12,8,5,151,4
12,8,6,152,-1
12,8,7,159,0
12,8,8,157,1
12,8,9,161,2
12,8,10,156,3
13,9,0,162,-1
13,9,1,165,-1
13,9,2,163,-1
13,9,3,167,-1
13,9,4,168,-1
13,9,5,169,4
13,9,6,170,-1
13,9,7,175,0
13,9,8,177,1
13,9,9,174,2
13,9,10,176,3
13,8,0,148,-1
13,8,1,149,-1
13,8,2,146,-1
13,8,3,144,-1
13,8,4,145,-1
13,8,5,151,4
13,8,6,153,-1
13,8,7,160,0
13,8,8,157,1
13,8,9,155,2
13,8,10,156,3
14,0,0,0,-1
14,0,1,5,-1
14,0,2,4,-1
14,0,3,2,-1
14,0,4,3,-1
14,0,5,8,4
14,0,6,9,-1
14,0,7,16,0
14,0,8,13,1
14,0,9,11,2
14,0,10,17,3
14,2,0,36,-1
14,2,1,41,-1
14,2,2,39,-1
14,2,3,42,-1
14,2,4,40,-1
14,2,5,44,4
14,2,6,43,-1
14,2,7,53,0
14,2,8,51,1
14,2,9,47,2
14,2,10,52,3
15,1,0,24,-1
15,1,1,20,-1
15,1,2,18,-1
15,1,3,22,-1
15,1,4,23,-1
15,1,5,25,4
15,1,6,26,-1
15,1,7,33,0
15,1,8,29,1
15,1,9,34,2
15,1,10,30,3
15,5,0,93,-1
15,5,1,95,-1
15,5,2,94,-1
15,5,3,96,-1
15,5,4,92,-1
15,5,5,100,4
15,5,6,97,-1
15,5,7,104,0
15,5,8,105,1
15,5,9,102,2
15,5,10,101,3
16,6,0,111,-1
16,6,1,110,-1
16,6,2,113,-1
16,6,3,114,-1
16,6,4,108,-1
16,6,5,117,4
16,6,6,116,-1
16,6,7,121,0
16,6,8,120,1
16,6,9,119,2
16,6,10,125,3
16,3,0,54,-1
16,3,1,58,-1
16,3,2,60,-1
16,3,3,55,-1
16,3,4,57,-1
16,3,5,64,4
16,3,6,61,-1
16,3,7,67,0
16,3,8,71,1
16,3,9,65,2
16,3,10,66,3
17,8,0,144,-1
17,8,1,150,-1
17,8,2,146,-1
17,8,3,149,-1
17,8,4,147,-1
17,8,5,152,4
17,8,6,154,-1
17,8,7,158,0
17,8,8,155,1
17,8,9,156,2
17,8,10,161,3
17,6,0,108,-1
17,6,1,109,-1
17,6,2,110,-1
17,6,3,114,-1
17,6,4,113,-1
17,6,5,115,4
17,6,6,118,-1
17,6,7,123,0
17,6,8,125,1
17,6,9,121,2
17,6,10,120,3
18,6,0,110,-1
18,6,1,112,-1
18,6,2,113,-1
18,6,3,114,-1
18,6,4,108,-1
18,6,5,115,4
18,6,6,118,-1
18,6,7,125,0
18,6,8,124,1
18,6,9,120,2
18,6,10,123,3
18,2,0,38,-1
18,2,1,39,-1
18,2,2,41,-1
18,2,3,40,-1
18,2,4,42,-1
18,2,5,45,4
18,2,6,44,-1
18,2,7,50,0
18,2,8,47,1
18,2,9,53,2
18,2,10,48,3
19,4,0,73,-1
19,4,1,77,-1
19,4,2,75,-1
19,4,3,74,-1
19,4,4,76,-1
19,4,5,79,4
19,4,6,80,-1
19,4,7,87,0
19,4,8,85,1
19,4,9,83,2
19,4,10,84,3
19,3,0,55,-1
19,3,1,56,-1
19,3,2,58,-1
19,3,3,54,-1
19,3,4,59,-1
19,3,5,61,4
19,3,6,63,-1
19,3,7,65,0
19,3,8,70,1
19,3,9,71,2
19,3,10,69,3
20,7,0,128,-1
20,7,1,130,-1
20,7,2,131,-1
20,7,3,127,-1
20,7,4,132,-1
20,7,5,136,4
20,7,6,135,-1
20,7,7,140,0
20,7,8,137,1
20,7,9,143,2
20,7,10,142,3
20,5,0,92,-1
20,5,1,94,-1
20,5,2,96,-1
20,5,3,91,-1
20,5,4,90,-1
20,5,5,98,4
20,5,6,97,-1
20,5,7,105,0
20,5,8,102,1
20,5,9,107,2
20,5,10,103,3
21,3,0,56,-1
21,3,1,60,-1
21,3,2,55,-1
21,3,3,54,-1
21,3,4,58,-1
21,3,5,63,4
21,3,6,61,-1
21,3,7,65,0
21,3,8,66,1
21,3,9,67,2
21,3,10,71,3
21,4,0,73,-1
21,4,1,74,-1
21,4,2,76,-1
21,4,3,78,-1
21,4,4,72,-1
21,4,5,80,4
21,4,6,82,-1
21,4,7,89,0
21,4,8,87,1
21,4,9,88,2
21,4,10,85,3
22,1,0,20,-1
22,1,1,18,-1
22,1,2,21,-1
22,1,3,24,-1
22,1,4,23,-1
22,1,5,27,4
22,1,6,25,-1
22,1,7,35,0
22,1,8,32,1
22,1,9,29,2
22,1,10,34,3
22,6,0,110,-1
22,6,1,109,-1
22,6,2,112,-1
22,6,3,111,-1
22,6,4,113,-1
22,6,5,117,4
22,6,6,116,-1
22,6,7,122,0
22,6,8,123,1
22,6,9,125,2
22,6,10,119,3
23,9,0,165,-1
23,9,1,166,-1
23,9,2,163,-1
23,9,3,162,-1
23,9,4,168,-1
23,9,5,172,4
23,9,6,170,-1
23,9,7,176,0
23,9,8,174,1
23,9,9,177,2
23,9,10,178,3
23,3,0,59,-1
23,3,1,55,-1
23,3,2,54,-1
23,3,3,58,-1
23,3,4,60,-1
23,3,5,63,4
23,3,6,64,-1
23,3,7,70,0
23,3,8,66,1
23,3,9,65,2
23,3,10,68,3
24,9,0,167,-1
24,9,1,165,-1
24,9,2,163,-1
24,9,3,164,-1
24,9,4,168,-1
24,9,5,171,4
24,9,6,169,-1
24,9,7,175,0
24,9,8,178,1
24,9,9,179,2
24,9,10,177,3
24,5,0,96,-1
24,5,1,90,-1
24,5,2,92,-1
24,5,3,91,-1
24,5,4,95,-1
24,5,5,98,4
24,5,6,97,-1
24,5,7,103,0
24,5,8,105,1
24,5,9,107,2
24,5,10,104,3
25,5,0,93,-1
25,5,1,90,-1
25,5,2,96,-1
25,5,3,91,-1
25,5,4,92,-1
25,5,5,98,4
25,5,6,99,-1
25,5,7,107,0
25,5,8,102,1
25,5,9,101,2
25,5,10,104,3
25,9,0,167,-1
25,9,1,166,-1
25,9,2,162,-1
25,9,3,164,-1
25,9,4,163,-1
25,9,5,171,4
25,9,6,172,-1
25,9,7,175,0
25,9,8,174,1
25,9,9,176,2
25,9,10,179,3
26,9,0,165,-1
26,9,1,164,-1
26,9,2,166,-1
26,9,3,167,-1
26,9,4,162,-1
26,9,5,170,4
26,9,6,171,-1
26,9,7,176,0
26,9,8,175,1
26,9,9,177,2
26,9,10,178,3
26,6,0,112,-1
26,6,1,111,-1
26,6,2,110,-1
26,6,3,114,-1
26,6,4,113,-1
26,6,5,117,4
26,6,6,118,-1
26,6,7,125,0
26,6,8,123,1
26,6,9,119,2
26,6,10,121,3
27,2,0,38,-1
27,2,1,36,-1
27,2,2,40,-1
27,2,3,41,-1
27,2,4,42,-1
27,2,5,44,4
27,2,6,45,-1
27,2,7,48,0
27,2,8,51,1
27,2,9,53,2
27,2,10,50,3
27,9,0,166,-1
27,9,1,165,-1
27,9,2,162,-1
27,9,3,163,-1
27,9,4,167,-1
27,9,5,171,4
27,9,6,170,-1
27,9,7,179,0
27,9,8,178,1
27,9,9,176,2
27,9,10,175,3
28,1,0,23,-1
28,1,1,19,-1
28,1,2,21,-1
28,1,3,22,-1
28,1,4,24,-1
28,1,5,28,4
28,1,6,26,-1
28,1,7,33,0
28,1,8,30,1
28,1,9,29,2
28,1,10,34,3
28,7,0,130,-1
28,7,1,132,-1
28,7,2,129,-1
28,7,3,128,-1
28,7,4,126,-1
28,7,5,135,4
28,7,6,133,-1
28,7,7,138,0
28,7,8,141,1
28,7,9,140,2
28,7,10,137,3
29,3,0,60,-1
29,3,1,59,-1
29,3,2,54,-1
29,3,3,57,-1
29,3,4,56,-1
29,3,5,64,4
29,3,6,63,-1
29,3,7,71,0
29,3,8,69,1
29,3,9,70,2
29,3,10,65,3
29,6,0,114,-1
29,6,1,111,-1
29,6,2,113,-1
29,6,3,108,-1
29,6,4,109,-1
29,6,5,118,4
29,6,6,117,-1
29,6,7,122,0
29,6,8,125,1
29,6,9,120,2
29,6,10,123,3
30,2,0,36,-1
30,2,1,40,-1
30,2,2,41,-1
30,2,3,38,-1
30,2,4,37,-1
30,2,5,45,4
30,2,6,46,-1
30,2,7,49,0
30,2,8,52,1
30,2,9,48,2
30,2,10,53,3
30,0,0,2,-1
30,0,1,1,-1
30,0,2,3,-1
30,0,3,0,-1
30,0,4,5,-1
30,0,5,9,4
30,0,6,8,-1
30,0,7,13,0
30,0,8,16,1
30,0,9,11,2
30,0,10,14,3
31,8,0,146,-1
31,8,1,150,-1
31,8,2,144,-1
31,8,3,145,-1
31,8,4,149,-1
31,8,5,151,4
31,8,6,154,-1
31,8,7,159,0
31,8,8,158,1
31,8,9,160,2
31,8,10,155,3
31,1,0,22,-1
31,1,1,21,-1
31,1,2,18,-1
31,1,3,19,-1
31,1,4,20,-1
31,1,5,26,4
31,1,6,25,-1
31,1,7,34,0
31,1,8,31,1
31,1,9,29,2
31,1,10,30,3
32,3,0,58,-1
32,3,1,56,-1
32,3,2,54,-1
32,3,3,60,-1
32,3,4,59,-1
32,3,5,61,4
32,3,6,64,-1
32,3,7,71,0
32,3,8,66,1
32,3,9,69,2
32,3,10,68,3
32,7,0,132,-1
32,7,1,131,-1
32,7,2,130,-1
32,7,3,127,-1
32,7,4,128,-1
32,7,5,133,4
32,7,6,135,-1
32,7,7,140,0
32,7,8,141,1
32,7,9,142,2
32,7,10,143,3
33,0,0,6,-1
33,0,1,5,-1
33,0,2,2,-1
33,0,3,0,-1
33,0,4,1,-1
33,0,5,7,4
33,0,6,9,-1
33,0,7,15,0
33,0,8,12,1
33,0,9,14,2
33,0,10,16,3
33,6,0,108,-1
33,6,1,110,-1
33,6,2,113,-1
33,6,3,111,-1
33,6,4,109,-1
33,6,5,115,4
33,6,6,116,-1
33,6,7,123,0
33,6,8,125,1
33,6,9,120,2
33,6,10,124,3
34,3,0,57,-1
34,3,1,60,-1
34,3,2,56,-1
34,3,3,59,-1
34,3,4,58,-1
34,3,5,63,4
34,3,6,64,-1
34,3,7,66,0
34,3,8,65,1
34,3,9,67,2
34,3,10,70,3
34,5,0,93,-1
34,5,1,90,-1
34,5,2,96,-1
34,5,3,94,-1
34,5,4,92,-1
34,5,5,97,4
34,5,6,98,-1
34,5,7,101,0
34,5,8,105,1
34,5,9,103,2
34,5,10,106,3
35,4,0,75,-1
35,4,1,74,-1
35,4,2,78,-1
35,4,3,77,-1
35,4,4,73,-1
35,4,5,81,4
35,4,6,82,-1
35,4,7,83,0
35,4,8,86,1
35,4,9,85,2
35,4,10,88,3
35,7,0,130,-1
35,7,1,131,-1
35,7,2,126,-1
35,7,3,132,-1
35,7,4,129,-1
35,7,5,136,4
35,7,6,133,-1
35,7,7,138,0
35,7,8,140,1
35,7,9,137,2
35,7,10,143,3
36,7,0,129,-1
36,7,1,126,-1
36,7,2,127,-1
36,7,3,130,-1
36,7,4,128,-1
36,7,5,133,4
36,7,6,134,-1
36,7,7,137,0
36,7,8,138,1
36,7,9,140,2
36,7,10,143,3
36,0,0,0,-1
36,0,1,6,-1
36,0,2,2,-1
36,0,3,1,-1
36,0,4,3,-1
36,0,5,9,4
36,0,6,7,-1
36,0,7,17,0
36,0,8,16,1
36,0,9,15,2
36,0,10,14,3
37,8,0,144,-1
37,8,1,146,-1
37,8,2,149,-1
37,8,3,148,-1
37,8,4,145,-1
37,8,5,153,4
37,8,6,154,-1
37,8,7,159,0
37,8,8,158,1
37,8,9,161,2
37,8,10,156,3
37,7,0,130,-1
37,7,1,131,-1
37,7,2,127,-1
37,7,3,126,-1
37,7,4,128,-1
37,7,5,133,4
37,7,6,136,-1
37,7,7,140,0
37,7,8,139,1
37,7,9,141,2
37,7,10,143,3
38,1,0,19,-1
38,1,1,24,-1
38,1,2,18,-1
38,1,3,20,-1
38,1,4,21,-1
38,1,5,25,4
38,1,6,26,-1
38,1,7,31,0
38,1,8,34,1
38,1,9,35,2
38,1,10,29,3
38,8,0,150,-1
38,8,1,145,-1
38,8,2,144,-1
38,8,3,146,-1
38,8,4,148,-1
38,8,5,152,4
38,8,6,153,-1
38,8,7,157,0
38,8,8,159,1
38,8,9,160,2
38,8,10,156,3
39,5,0,96,-1
39,5,1,90,-1
39,5,2,91,-1
39,5,3,95,-1
39,5,4,93,-1
39,5,5,98,4
39,5,6,97,-1
39,5,7,102,0
39,5,8,103,1
39,5,9,107,2
39,5,10,101,3
39,1,0,19,-1
39,1,1,18,-1
39,1,2,24,-1
39,1,3,20,-1
39,1,4,21,-1
39,1,5,25,4
39,1,6,26,-1
39,1,7,34,0
39,1,8,35,1
39,1,9,29,2
39,1,10,32,3
40,2,0,38,-1
40,2,1,39,-1
40,2,2,36,-1
40,2,3,42,-1
40,2,4,40,-1
40,2,5,45,4
40,2,6,46,-1
40,2,7,51,0
40,2,8,50,1
40,2,9,47,2
40,2,10,48,3
40,8,0,145,-1
40,8,1,144,-1
40,8,2,146,-1
40,8,3,147,-1
40,8,4,150,-1
40,8,5,153,4
40,8,6,154,-1
40,8,7,160,0
40,8,8,159,1
40,8,9,161,2
40,8,10,157,3
41,8,0,147,-1
41,8,1,145,-1
41,8,2,149,-1
41,8,3,150,-1
41,8,4,144,-1
41,8,5,151,4
41,8,6,153,-1
41,8,7,156,0
41,8,8,161,1
41,8,9,157,2
41,8,10,160,3
41,5,0,92,-1
41,5,1,90,-1
41,5,2,93,-1
41,5,3,96,-1
41,5,4,94,-1
41,5,5,99,4
41,5,6,98,-1
41,5,7,105,0
41,5,8,103,1
41,5,9,107,2
41,5,10,101,3
42,1,0,23,-1
42,1,1,24,-1
42,1,2,21,-1
42,1,3,22,-1
42,1,4,18,-1
42,1,5,28,4
42,1,6,27,-1
42,1,7,29,0
42,1,8,31,1
42,1,9,32,2
42,1,10,33,3
42,3,0,59,-1
42,3,1,56,-1
42,3,2,57,-1
42,3,3,54,-1
42,3,4,60,-1
42,3,5,62,4
42,3,6,64,-1
42,3,7,71,0
42,3,8,69,1
42,3,9,68,2
42,3,10,70,3
43,8,0,148,-1
43,8,1,147,-1
43,8,2,149,-1
43,8,3,150,-1
43,8,4,146,-1
43,8,5,153,4
43,8,6,152,-1
43,8,7,161,0
43,8,8,155,1
43,8,9,159,2
43,8,10,156,3
43,3,0,57,-1
43,3,1,56,-1
43,3,2,58,-1
43,3,3,54,-1
43,3,4,55,-1
43,3,5,61,4
43,3,6,63,-1
43,3,7,67,0
43,3,8,71,1
43,3,9,66,2
43,3,10,70,3
44,1,0,21,-1
44,1,1,20,-1
44,1,2,22,-1
44,1,3,24,-1
44,1,4,18,-1
44,1,5,26,4
44,1,6,27,-1
44,1,7,32,0
44,1,8,33,1
44,1,9,31,2
44,1,10,30,3
44,9,0,168,-1
44,9,1,167,-1
44,9,2,163,-1
44,9,3,166,-1
44,9,4,165,-1
44,9,5,170,4
44,9,6,172,-1
44,9,7,178,0
44,9,8,179,1
44,9,9,176,2
44,9,10,175,3
45,6,0,111,-1
45,6,1,108,-1
45,6,2,113,-1
45,6,3,114,-1
45,6,4,112,-1
45,6,5,116,4
45,6,6,118,-1
45,6,7,123,0
45,6,8,119,1
45,6,9,124,2
45,6,10,120,3
45,9,0,166,-1
45,9,1,167,-1
45,9,2,165,-1
45,9,3,162,-1
45,9,4,163,-1
45,9,5,172,4
45,9,6,171,-1
45,9,7,174,0
45,9,8,176,1
45,9,9,175,2
45,9,10,178,3
46,5,0,90,-1
46,5,1,93,-1
46,5,2,96,-1
46,5,3,92,-1
46,5,4,94,-1
46,5,5,99,4
46,5,6,98,-1
46,5,7,106,0
46,5,8,103,1
46,5,9,101,2
46,5,10,107,3
46,6,0,110,-1
46,6,1,111,-1
46,6,2,108,-1
46,6,3,113,-1
46,6,4,114,-1
46,6,5,118,4
46,6,6,115,-1
46,6,7,123,0
46,6,8,121,1
46,6,9,119,2
46,6,10,122,3
47,5,0,95,-1
47,5,1,92,-1
47,5,2,93,-1
47,5,3,90,-1
47,5,4,96,-1
47,5,5,97,4
47,5,6,98,-1
47,5,7,102,0
47,5,8,105,1
47,5,9,104,2
47,5,10,103,3
47,7,0,128,-1
47,7,1,132,-1
47,7,2,126,-1
47,7,3,131,-1
47,7,4,130,-1
47,7,5,136,4
47,7,6,133,-1
47,7,7,137,0
47,7,8,139,1
47,7,9,143,2
47,7,10,141,3
48,7,0,130,-1
48,7,1,129,-1
48,7,2,128,-1
48,7,3,131,-1
48,7,4,127,-1
48,7,5,133,4
48,7,6,134,-1
48,7,7,141,0
48,7,8,138,1
48,7,9,139,2
48,7,10,142,3
48,8,0,147,-1
48,8,1,148,-1
48,8,2,146,-1
48,8,3,149,-1
48,8,4,150,-1
48,8,5,151,4
48,8,6,152,-1
48,8,7,155,0
48,8,8,159,1
48,8,9,157,2
48,8,10,160,3
49,6,0,110,-1
49,6,1,114,-1
49,6,2,109,-1
49,6,3,111,-1
49,6,4,112,-1
49,6,5,117,4
49,6,6,118,-1
49,6,7,122,0
49,6,8,125,1
49,6,9,120,2
49,6,10,123,3
49,0,0,2,-1
49,0,1,4,-1
49,0,2,5,-1
49,0,3,1,-1
49,0,4,0,-1
49,0,5,9,4
49,0,6,10,-1
49,0,7,11,0
49,0,8,12,1
49,0,9,16,2
49,0,10,13,3
50,6,0,108,-1
50,6,1,112,-1
50,6,2,111,-1
50,6,3,109,-1
50,6,4,113,-1
50,6,5,116,4
50,6,6,117,-1
50,6,7,120,0
50,6,8,119,1
50,6,9,121,2
50,6,10,125,3
50,7,0,132,-1
50,7,1,127,-1
50,7,2,126,-1
50,7,3,130,-1
50,7,4,128,-1
50,7,5,136,4
50,7,6,135,-1
50,7,7,138,0
50,7,8,140,1
50,7,9,142,2
50,7,10,143,3
51,0,0,0,-1
51,0,1,3,-1
51,0,2,6,-1
51,0,3,5,-1
51,0,4,2,-1
51,0,5,8,4
51,0,6,7,-1
51,0,7,14,0
51,0,8,11,1
51,0,9,16,2
51,0,10,12,3
51,8,0,148,-1
51,8,1,144,-1
51,8,2,145,-1
51,8,3,149,-1
51,8,4,150,-1
51,8,5,153,4
51,8,6,154,-1
51,8,7,161,0
51,8,8,159,1
51,8,9,155,2
51,8,10,158,3
52,7,0,130,-1
52,7,1,126,-1
52,7,2,129,-1
52,7,3,131,-1
52,7,4,127,-1
52,7,5,136,4
52,7,6,133,-1
52,7,7,139,0
52,7,8,140,1
52,7,9,142,2
52,7,10,138,3
52,3,0,58,-1
52,3,1,55,-1
52,3,2,56,-1
52,3,3,60,-1
52,3,4,57,-1
52,3,5,64,4
52,3,6,62,-1
52,3,7,66,0
52,3,8,71,1
52,3,9,68,2
52,3,10,67,3
53,7,0,132,-1
53,7,1,129,-1
53,7,2,131,-1
53,7,3,126,-1
53,7,4,130,-1
53,7,5,134,4
53,7,6,136,-1
53,7,7,140,0
53,7,8,142,1
53,7,9,138,2
53,7,10,139,3
53,6,0,114,-1
53,6,1,112,-1
53,6,2,111,-1
53,6,3,108,-1
53,6,4,110,-1
53,6,5,116,4
53,6,6,115,-1
53,6,7,120,0
53,6,8,125,1
53,6,9,124,2
53,6,10,121,3
54,3,0,59,-1
54,3,1,54,-1
54,3,2,55,-1
54,3,3,56,-1
54,3,4,60,-1
54,3,5,63,4
54,3,6,64,-1
54,3,7,68,0
54,3,8,70,1
54,3,9,67,2
54,3,10,71,3
54,8,0,150,-1
54,8,1,144,-1
54,8,2,147,-1
54,8,3,145,-1
54,8,4,146,-1
54,8,5,152,4
54,8,6,153,-1
54,8,7,156,0
54,8,8,158,1
54,8,9,155,2
54,8,10,160,3
55,5,0,96,-1
55,5,1,90,-1
55,5,2,95,-1
55,5,3,92,-1
55,5,4,91,-1
55,5,5,97,4
55,5,6,99,-1
55,5,7,102,0
55,5,8,103,1
55,5,9,104,2
55,5,10,101,3
55,0,0,4,-1
55,0,1,6,-1
55,0,2,5,-1
55,0,3,1,-1
55,0,4,0,-1
55,0,5,7,4
55,0,6,10,-1
55,0,7,16,0
55,0,8,17,1
55,0,9,15,2
55,0,10,13,3
56,0,0,2,-1
56,0,1,1,-1
56,0,2,5,-1
56,0,3,0,-1
56,0,4,3,-1
56,0,5,7,4
56,0,6,10,-1
56,0,7,14,0
56,0,8,16,1
56,0,9,11,2
56,0,10,12,3
56,1,0,20,-1
56,1,1,24,-1
56,1,2,21,-1
56,1,3,18,-1
56,1,4,23,-1
56,1,5,26,4
56,1,6,27,-1
56,1,7,34,0
56,1,8,33,1
56,1,9,35,2
56,1,10,29,3
57,0,0,4,-1
57,0,1,0,-1
57,0,2,3,-1
57,0,3,6,-1
57,0,4,2,-1
57,0,5,9,4
57,0,6,8,-1
57,0,7,16,0
57,0,8,15,1
57,0,9,17,2
57,0,10,14,3
57,7,0,126,-1
57,7,1,127,-1
57,7,2,130,-1
57,7,3,131,-1
57,7,4,129,-1
57,7,5,134,4
57,7,6,133,-1
57,7,7,141,0
57,7,8,139,1
57,7,9,142,2
57,7,10,143,3
58,1,0,20,-1
58,1,1,24,-1
58,1,2,23,-1
58,1,3,21,-1
58,1,4,18,-1
58,1,5,27,4
58,1,6,25,-1
58,1,7,31,0
58,1,8,30,1
58,1,9,35,2
58,1,10,33,3
58,0,0,4,-1
58,0,1,2,-1
58,0,2,1,-1
58,0,3,5,-1
58,0,4,6,-1
58,0,5,7,4
58,0,6,9,-1
58,0,7,17,0
58,0,8,11,1
58,0,9,15,2
58,0,10,16,3
59,6,0,112,-1
59,6,1,114,-1
59,6,2,111,-1
59,6,3,113,-1
59,6,4,109,-1
59,6,5,116,4
59,6,6,115,-1
59,6,7,119,0
59,6,8,123,1
59,6,9,122,2
59,6,10,120,3
59,1,0,20,-1
59,1,1,19,-1
59,1,2,18,-1
59,1,3,22,-1
59,1,4,21,-1
59,1,5,26,4
59,1,6,28,-1
59,1,7,33,0
59,1,8,31,1
59,1,9,35,2
59,1,10,29,3
60,2,0,41,-1
60,2,1,39,-1
60,2,2,37,-1
